clusterName,onTarget
Cholinergic,0.793710278427952
GABA-Gluta,0.6125269277863983
GABAergic,0.7511140686703793
Glutamatergic,0.6025159125512792
Non-Neurons,0.4522472694496509
Unknown,0.8407327417810764
