clusterName,markerGene,onTarget_per_gene,onTarget
2,FAM149A,0.024568830828119923,0.024568830828119923
3,BCL6,0.009355234830777277,0.01102124551848589
3,PPARD,0.012687256206194503,0.01102124551848589
4,MITF,0.011541342444887885,0.014299667220424611
4,SLC18B1,0.011269428493179225,0.014299667220424611
4,DOCK2,0.020088230723206722,0.014299667220424611
5,HSPBAP1,0.010743348282933416,0.016168957315993965
5,FAM149A,0.021594566349054514,0.016168957315993965
6,MITF,0.01626644514532679,0.01626644514532679
7,GFAP,0.030402682050430188,0.027184164170968948
7,CALCRL,0.026240857292203434,0.027184164170968948
7,CRB1,0.024908953170273224,0.027184164170968948
8,GFAP,0.028129417262582834,0.01989849182827247
8,PDGFD,0.02011097310487874,0.01989849182827247
8,PDZRN3,0.011455085117355835,0.01989849182827247
9,GFAP,0.03177314774468318,0.020732332683190975
9,SULF2,0.00969151762169877,0.020732332683190975
10,ABCA1,0.03179938615556829,0.022066571949296017
10,SPARCL1,0.012333757743023737,0.022066571949296017
11,GFAP,0.02963264926520884,0.016125140531508344
11,PDGFD,0.016774833173945135,0.016125140531508344
11,PDZRN3,0.012460991952048176,0.016125140531508344
11,ADCYAP1R1,0.005632087734831229,0.016125140531508344
12,SLC16A1,0.017742524543530987,0.02155964523511539
12,GFAP,0.02792061829113102,0.02155964523511539
12,CD109,0.018099365069531165,0.02155964523511539
12,PDGFD,0.02247607303626839,0.02155964523511539
13,LMO7,0.014523098142862132,0.019796065812485122
13,PRR5L,0.033006234698132325,0.019796065812485122
13,TSPAN9,0.010888406794733822,0.019796065812485122
13,RFTN1,0.009565789898720103,0.019796065812485122
13,ST18,0.03099679952797723,0.019796065812485122
14,PRIMA1,0.02679848670221772,0.021124079518298228
14,PNPLA3,0.012082048344913545,0.021124079518298228
14,LPCAT2,0.022665224630241988,0.021124079518298228
14,ARHGEF37,0.022950558395819654,0.021124079518298228
15,PNPLA3,0.013093143478876716,0.021000327115717605
15,PRR5L,0.031354522098709946,0.021000327115717605
15,LPCAT2,0.02284114644945378,0.021000327115717605
15,ANXA5,0.014249142195355871,0.021000327115717605
15,ST18,0.03203499273336993,0.021000327115717605
15,FNTB,0.01242901573853939,0.021000327115717605
17,PRR5L,0.02985185183384671,0.016684747035269995
17,RFTN1,0.005179841642708846,0.016684747035269995
17,RNF220,0.015022547629254432,0.016684747035269995
18,TSPAN9,0.010532411023165102,0.019141330816102774
18,PRR5L,0.03478784335568144,0.019141330816102774
18,GOLIM4,0.012103738069461772,0.019141330816102774
19,PDGFA,0.014078790693017122,0.019085829177464837
19,RAB37,0.018845560265862964,0.019085829177464837
19,PRR5L,0.032283356023287836,0.019085829177464837
19,ANXA5,0.011135609727691426,0.019085829177464837
20,TPPP,0.009627245971614953,0.012424073324212838
20,TALDO1,0.01479200135612548,0.012424073324212838
20,CRYAB,0.017187344643194186,0.012424073324212838
20,RFTN1,0.008089701325916736,0.012424073324212838
21,LMO7,0.022568144391488482,0.022290178197945903
21,RAB37,0.021265225631765108,0.022290178197945903
21,AVEN,0.011723486854771982,0.022290178197945903
21,PRR5L,0.033343732726320414,0.022290178197945903
21,LPCAT2,0.022550301385383536,0.022290178197945903
22,CLDN10,0.04831252672107663,0.018991912530854103
22,ABHD17A,0.008221047556820658,0.018991912530854103
22,PINK1,0.010660636752385376,0.018991912530854103
22,PDGFD,0.018418934314463873,0.018991912530854103
22,RPLP0,0.009346417309523975,0.018991912530854103
23,PDZRN3,0.018695465901674885,0.017549917007115685
23,CRB1,0.02561360285667032,0.017549917007115685
23,MEGF10,0.020027786819441912,0.017549917007115685
23,PTCH1,0.013031919501072435,0.017549917007115685
23,PDZRN4,0.012742210016076413,0.017549917007115685
23,RORB,0.015188516947758138,0.017549917007115685
24,PDZRN4,0.012560105830737446,0.013177609212813106
24,RORB,0.013795112594888765,0.013177609212813106
25,CLDN10,0.04573708330377535,0.033403587629135166
25,HTRA1,0.02107009195449498,0.033403587629135166
26,COL4A3,0.030317049085399488,0.021050793144128346
26,GPAM,0.013116337312266793,0.021050793144128346
26,ACACB,0.02671236049391115,0.021050793144128346
26,PDZRN4,0.014057425684935955,0.021050793144128346
27,SHROOM3,0.011814357112429863,0.0133513496047417
27,CDH9,0.015660711373353706,0.0133513496047417
27,NFIX,0.01359448980092466,0.0133513496047417
27,ITGA9,0.011166792588497348,0.0133513496047417
27,GLDN,0.014520397148502923,0.0133513496047417
28,COL4A3,0.0333467169782582,0.023809239790791973
28,PDGFD,0.024618625313660797,0.023809239790791973
28,ITGA9,0.013462377080456923,0.023809239790791973
29,COL4A3,0.024130878964439648,0.014921953379456706
29,LMO3,0.011304725107407716,0.014921953379456706
29,ST18,0.012547050914357127,0.014921953379456706
29,NFIX,0.011705158531622333,0.014921953379456706
30,ST18,0.01338004063127608,0.012218765243386233
30,SAMD5,0.01568776681467669,0.012218765243386233
30,NFIX,0.009445602699911196,0.012218765243386233
30,MKX,0.010361650827680967,0.012218765243386233
