clusterName,clusterSize,f_score,PPV,recall,TN,FP,FN,TP,marker_count,NSForest_markers,binary_genes,onTarget
32,127,0.4176904176904177,0.4857142857142857,0.2677165354330709,208943,36,93,34,6,"['TNS1', 'ST18', 'HHAT', 'NFIX', 'DACH2', 'B3GLCT']","['TNS1', 'ST18', 'HHAT', 'NFIX', 'DACH2', 'B3GLCT', 'ACACB', 'SLIT3', 'MROH7', 'SLC6A5']",0.015253613868677653
33,372,0.32679738562091504,0.6666666666666666,0.10752688172043011,208714,20,332,40,1,['SLC16A14'],"['ST3GAL1', 'SDCBP', 'PDLIM5', 'RBMS2', 'SGMS2', 'SLC16A14', 'CSGALNACT1', 'TFRC', 'DOCK1', 'LRRC8C']",0.012030281603716336
34,934,0.6878519710378117,0.8814432989690721,0.36616702355460384,208126,46,592,342,3,"['HSPB1', 'LTBP4', 'ATOX1']","['PARVB', 'DDC', 'HSPB1', 'LTBP4', 'EOGT', 'ATOX1', 'TNS1', 'PDE2A', 'IFNAR2', 'ABCC4']",0.020908586668753327
35,32,0.1388888888888889,1.0,0.03125,209074,0,31,1,1,['MYH9'],"['TIPARP', 'HSPB1', 'MYH9', 'PLS3', 'CCNYL1', 'TMSB10', 'ECE1', 'PDLIM5', 'LTBP4', 'ACTN4']",0.019352621549653795
36,504,0.39431330472103004,0.4323529411764706,0.2916666666666667,208409,193,357,147,4,"['BDNF', 'TMEM200A', 'CASZ1', 'CDH22']","['BDNF', 'CPNE9', 'GABRA4', 'TMEM200A', 'CASZ1', 'CDH22', 'SLC24A4', 'NRN1', 'B3GAT1', 'TMEM132D']",0.02121609637967733
37,1084,0.35714285714285715,0.4346153846153846,0.20848708487084872,207728,294,858,226,3,"['PDZRN3', 'LRRK2', 'NRN1']","['PDZRN3', 'TGFBR3', 'LRRK2', 'CASZ1', 'CDH22', 'NRN1', 'KCNC3', 'FGF9', 'B3GAT1', 'TMEM132D']",0.012132386585063134
38,1400,0.36903578528827036,0.4527439024390244,0.21214285714285713,207347,359,1103,297,4,"['TGFBR3', 'CASZ1', 'CDH22', 'PDE1C']","['LAMB1', 'TGFBR3', 'CASZ1', 'CDH22', 'NRN1', 'PDE1C', 'PAPPA', 'TOX', 'HTR7', 'FSTL4']",0.012759326881476603
39,325,0.31624863685932386,0.3918918918918919,0.17846153846153845,208691,90,267,58,5,"['BDNF', 'CASZ1', 'ARHGAP28', 'RORB', 'SYT10']","['BDNF', 'CASZ1', 'ARHGAP28', 'RORB', 'SYT10', 'RYR1', 'PAPPA', 'PTPRZ1', 'NCALD', 'HTR7']",0.01570720675225916
40,474,0.3962962962962963,0.4885844748858447,0.22573839662447256,208520,112,367,107,6,"['CBLN2', 'SLC7A8', 'NRN1', 'FSTL1', 'DACH2', 'ELL2']","['CBLN2', 'SLC7A8', 'NRN1', 'FSTL1', 'DACH2', 'ELL2', 'CEMIP', 'RORB', 'TACR1', 'STAC']",0.015043186453067903
41,278,0.35294117647058826,0.4195804195804196,0.2158273381294964,208745,83,218,60,3,"['CNIH3', 'ST8SIA4', 'CBLN2']","['CNIH3', 'CHST8', 'ST8SIA4', 'ACTN2', 'HTRA1', 'CBLN2', 'SLC7A8', 'FAR2', 'TACR1', 'NRN1']",0.01356800984693473
42,399,0.1787773933102653,0.26495726495726496,0.07769423558897243,208621,86,368,31,6,"['PDZRN3', 'CLMP', 'HTRA1', 'SLC7A8', 'KCNC3', 'FGF9']","['PDZRN3', 'CLMP', 'HTRA1', 'SLC7A8', 'KCNC3', 'FGF9', 'NRN1', 'FSTL1', 'CNIH3', 'NEFH']",0.011594604634800283
45,1436,0.7518022657054583,0.954248366013072,0.40668523676880225,207642,28,852,584,2,"['GOLM1', 'SIRPA']","['GOLM1', 'POU2F2', 'SLC7A8', 'SIRPA', 'LPCAT2', 'ST3GAL6', 'IVNS1ABP', 'MGAT4A', 'P3H2', 'SERINC3']",0.013321498234984552
46,289,0.2363367799113737,0.32989690721649484,0.11072664359861592,208752,65,257,32,1,['PDGFC'],"['ADAM9', 'ABCA1', 'THSD4', 'PDGFC', 'PLXNC1', 'SLC18B1', 'MITF', 'DOCK2', 'EPS8', 'ETV6']",0.012622207833019225
47,3,0.7142857142857143,1.0,0.3333333333333333,209103,0,2,1,2,"['TMOD1', 'SLC44A2']","['NR4A2', 'ETF1', 'TMOD1', 'SLC44A2', 'ST6GAL1', 'GNA13', 'TMEM150C', 'LONRF1', 'SKIL', 'CCNL1']",0.01614102217592362
48,20,0.20833333333333334,1.0,0.05,209086,0,19,1,1,['SCAMP2'],"['SCAMP2', 'PLEKHO1', 'SCML4', 'SPP1', 'FAM149A', 'PPTC7', 'NEFH', 'IPCEF1', 'MTPN', 'DPY19L4']",0.010940010328220113
49,221,0.45714285714285713,0.631578947368421,0.2171945701357466,208857,28,173,48,4,"['CDH6', 'CADPS2', 'CSGALNACT1', 'SYT10']","['PLPPR3', 'CDH6', 'CADPS2', 'CSGALNACT1', 'GABRG1', 'SYT10', 'EPHA10', 'TRPC4', 'CELF6', 'BAIAP3']",0.00918152278384187
50,22,0.19230769230769232,1.0,0.045454545454545456,209084,0,21,1,5,"['CNGB1', 'STAT4', 'PDE1C', 'GABRG1', 'SEMA3A']","['ADAMTS2', 'CNGB1', 'STAT4', 'PDE1C', 'GABRG1', 'SEMA3A', 'MROH7', 'PDE1A', 'SYNE2', 'TSPAN18']",0.01600181296763853
51,1356,0.0753402462734932,0.07724252491694353,0.06858407079646017,206639,1111,1263,93,4,"['ADAMTSL3', 'TMEM91', 'PTPRU', 'RYR1']","['ADAMTSL3', 'TMEM91', 'STAT4', 'RNF207', 'PTPRU', 'RYR1', 'HTR1F', 'BAIAP3', 'GABRG1', 'FSTL4']",0.007271254609635701
52,338,0.36231884057971014,0.5681818181818182,0.14792899408284024,208730,38,288,50,5,"['TMEM200A', 'ADAMTS2', 'STAT4', 'NT5DC3', 'DACH2']","['TMEM200A', 'ADAMTS2', 'CNGB1', 'STAT4', 'NT5DC3', 'DACH2', 'MKX', 'PDE1C', 'GABRG1', 'TACR1']",0.015810708039127902
53,154,0.297029702970297,0.3185840707964602,0.23376623376623376,208875,77,118,36,6,"['RET', 'ANKDD1B', 'FAT1', 'SERPINE2', 'SLC27A6', 'HNMT']","['RET', 'ANKDD1B', 'FAT1', 'SERPINE2', 'SLC27A6', 'HNMT', 'RGMB', 'SST', 'ABTB2', 'SORCS2']",0.015217307572953627
54,184,0.3201219512195122,0.5833333333333334,0.11413043478260869,208907,15,163,21,5,"['DLK1', 'RET', 'FAT1', 'CCDC60', 'TRPC4']","['DLK1', 'RET', 'FAT1', 'STAT4', 'CCDC60', 'TRPC4', 'WTIP', 'RYR1', 'SERPINE2', 'RGMB']",0.015203818823480313
55,515,0.2503128911138924,0.5633802816901409,0.07766990291262135,208560,31,475,40,3,"['CDH9', 'BAIAP3', 'ANGPT1']","['GDA', 'CDH9', 'PDGFC', 'BAIAP3', 'SORCS2', 'ANGPT1', 'SEZ6', 'SLC6A5', 'PAX2', 'PDE1A']",0.009824121460760072
56,313,0.42075736325385693,0.6,0.19169329073482427,208753,40,253,60,5,"['TMEM200A', 'ADAMTS2', 'STAT4', 'STXBP6', 'SEMA3A']","['TMEM200A', 'ADAMTS2', 'GPR149', 'STAT4', 'STXBP6', 'SEMA3A', 'IPCEF1', 'HTR1F', 'SORCS2', 'SPON1']",0.015159275966039545
57,258,0.2742616033755274,0.48148148148148145,0.10077519379844961,208820,28,232,26,3,"['HTR2A', 'TRPC4', 'RUNX2']","['HTR2A', 'EDA', 'TRPC4', 'RUNX2', 'GPR149', 'STAT4', 'CADPS2', 'PAX2', 'SPON1', 'SYT2']",0.007967886953740523
58,73,0.37572254335260113,0.52,0.1780821917808219,209021,12,60,13,5,"['SPINT2', 'FXYD6', 'NDRG1', 'GOLIM4', 'GABRG1']","['SPINT2', 'FXYD6', 'NDRG1', 'TRPC4', 'GOLIM4', 'GABRG1', 'SULF2', 'CDH6', 'BAIAP3', 'CSGALNACT1']",0.011061562359141519
59,190,0.4024390243902439,0.6,0.1736842105263158,208894,22,157,33,5,"['HTR2A', 'VLDLR', 'GPR176', 'TSNAX', 'MYO1D']","['HTR2A', 'TRPC4', 'VLDLR', 'GPR176', 'TSNAX', 'MYO1D', 'CADPS2', 'TMEM132D', 'PRDX5', 'PAX2']",0.010601323308736135
60,555,0.22954091816367264,0.2911392405063291,0.12432432432432433,208383,168,486,69,4,"['ITGA8', 'LPCAT2', 'PRKCQ', 'TOX']","['ITGA8', 'LPCAT2', 'DPY19L1', 'BICC1', 'PRKCQ', 'TOX', 'BCL11B', 'MTMR10', 'PAX2', 'HTR7']",0.01194241058130359
61,334,0.4512893982808023,0.6923076923076923,0.18862275449101795,208744,28,271,63,4,"['SLC5A8', 'MATN2', 'PRKCQ', 'RHBDL3']","['SLC5A8', 'ITGA8', 'MATN2', 'SMOC2', 'PRKCQ', 'RHBDL3', 'TOX', 'ANGPT1', 'KCNA1', 'CPNE4']",0.01146852177586398
62,188,0.3693181818181818,0.6341463414634146,0.13829787234042554,208903,15,162,26,5,"['EPB41L4A', 'FAT1', 'MATN2', 'KCNC3', 'LIMA1']","['EPB41L4A', 'FAT1', 'MATN2', 'KCNC3', 'LIMA1', 'TGFB2', 'SNED1', 'HTR2C', 'IL1RAP', 'SLC16A14']",0.010986309023218156
63,198,0.24647887323943662,0.3684210526315789,0.10606060606060606,208872,36,177,21,5,"['PRR5L', 'ITGA8', 'ST18', 'PRKCQ', 'STXBP6']","['PRR5L', 'ITGA8', 'ST18', 'PRKCQ', 'MITF', 'STXBP6', 'IPCEF1', 'SLC16A14', 'BCL11B', 'SLC6A5']",0.014607908141308884
64,405,0.19801980198019803,0.2073170731707317,0.16790123456790124,208441,260,337,68,3,"['HCRTR2', 'PARM1', 'TOX']","['HCRTR2', 'PARM1', 'CDH6', 'EEPD1', 'FRAS1', 'TOX', 'PCDH19', 'ADAMTSL1', 'PDE1A', 'STAC']",0.011629174951363943
65,168,0.13198757763975155,0.14285714285714285,0.10119047619047619,208836,102,151,17,5,"['B4GALNT3', 'SLC27A6', 'TRPC4', 'CCDC60', 'ANGPT1']","['B4GALNT3', 'HCRTR2', 'SLC27A6', 'TRPC4', 'CCDC60', 'ANGPT1', 'TOX', 'PLPP4', 'EPHB6', 'SST']",0.01382555897159313
66,112,0.3125,0.5416666666666666,0.11607142857142858,208983,11,99,13,4,"['ITGA8', 'PDZRN3', 'HYDIN', 'PDGFD']","['ITGA8', 'THSD4', 'PDZRN3', 'CLMP', 'HYDIN', 'PDGFD', 'ARHGAP28', 'PCED1B', 'EPHB6', 'SST']",0.012171174418985464
67,202,0.2127659574468085,0.29850746268656714,0.09900990099009901,208857,47,182,20,5,"['HCRTR2', 'RFTN1', 'CNR1', 'GSAP', 'MATN2']","['HCRTR2', 'RFTN1', 'CNR1', 'HTR7', 'GSAP', 'MATN2', 'SEZ6', 'NAP1L2', 'IPCEF1', 'STAC']",0.011203666391718778
68,488,0.3548034934497817,0.6074766355140186,0.13319672131147542,208576,42,423,65,5,"['ITGA8', 'LRGUK', 'CLMP', 'AHR', 'PCSK1']","['ITGA8', 'LRGUK', 'CLMP', 'AHR', 'PCSK1', 'ITGA9', 'TRPC4', 'CCDC60', 'TOX', 'ANGPT1']",0.01195380544069873
69,414,0.3493975903614458,0.5576923076923077,0.14009661835748793,208646,46,356,58,5,"['RET', 'HCRTR2', 'IPCEF1', 'MATN2', 'FBN2']","['QSOX1', 'RET', 'HCRTR2', 'IPCEF1', 'MATN2', 'FBN2', 'PRKCQ', 'STAC2', 'MITF', 'STXBP6']",0.012556292590168328
70,86,0.371900826446281,0.46153846153846156,0.20930232558139536,208999,21,68,18,4,"['NOS1', 'TNFRSF19', 'PRKCQ', 'MITF']","['NOS1', 'TNFRSF19', 'SEL1L3', 'MATN2', 'PRKCQ', 'MITF', 'SST', 'DPF3', 'SLC6A5', 'PAX2']",0.020241295998292743
71,111,0.4485981308411215,0.4528301886792453,0.43243243243243246,208937,58,63,48,5,"['ITGA8', 'COLGALT2', 'PDHA1', 'BCL11B', 'HTR1F']","['ITGA8', 'ARHGEF37', 'COLGALT2', 'PDHA1', 'BCL11B', 'HTR1F', 'STXBP6', 'SLC16A14', 'IPCEF1', 'PAX2']",0.015581384932966609
72,665,0.3558431055398302,0.3893805309734513,0.2646616541353383,208165,276,489,176,3,"['ARHGAP28', 'PRKCQ', 'MITF']","['ITGA8', 'ARHGAP28', 'PRKCQ', 'MITF', 'STRIP2', 'STXBP6', 'BCL11B', 'PAX8', 'PDE1A', 'PCP4L1']",0.012649475282933226
73,144,0.4947916666666667,0.6333333333333333,0.2638888888888889,208940,22,106,38,6,"['NOS1', 'ONECUT2', 'ST3GAL1', 'LMO4', 'MATN2', 'PDGFD']","['NOS1', 'ONECUT2', 'ST3GAL1', 'LMO4', 'MATN2', 'PDGFD', 'PRKCQ', 'ADARB2', 'KCNA1', 'SST']",0.01962511041353088
74,65,0.4827586206896552,0.7,0.2153846153846154,209035,6,51,14,1,['STAT4'],"['NEDD9', 'ERN1', 'ST3GAL1', 'STAT4', 'PCED1B', 'PRKCQ', 'TOX', 'FOXN2', 'DOCK2', 'LRRC8C']",0.022107549034013088
75,649,0.5866842452208306,0.8202764976958525,0.27426810477657937,208418,39,471,178,4,"['NPY1R', 'LTBP1', 'PDE3A', 'TMEM132C']","['CPNE9', 'NPY1R', 'LTBP1', 'CASZ1', 'PDE3A', 'TMEM132C', 'ENTPD3', 'FRMPD1', 'FBN2', 'LRRN3']",0.0132383768334391
76,468,0.3872549019607843,0.572463768115942,0.16880341880341881,208579,59,389,79,4,"['CNGB1', 'SCUBE2', 'GPR149', 'GLIS1']","['NRIP3', 'CNGB1', 'SCUBE2', 'LPCAT2', 'GPR149', 'GLIS1', 'CFAP54', 'SYT10', 'CCDC60', 'GFRA1']",0.01764733517439737
77,1570,0.42700729927007297,0.552755905511811,0.22356687898089173,207252,284,1219,351,3,"['ENTPD3', 'FBN2', 'TLL2']","['TSPAN18', 'ENTPD3', 'CNR1', 'FBN2', 'ADCYAP1', 'TLL2', 'SYT10', 'PCSK1', 'PTCHD1', 'GFRA1']",0.011744553512403739
78,327,0.3349282296650718,0.56,0.12844036697247707,208746,33,285,42,3,"['DLK1', 'CNGB1', 'CCDC60']","['DLK1', 'ZBBX', 'CNGB1', 'CBLN2', 'SYT10', 'CCDC60', 'GABRG1', 'PARM1', 'SST', 'ST6GALNAC5']",0.025759188782016752
79,176,0.39244186046511625,0.6428571428571429,0.1534090909090909,208915,15,149,27,4,"['IKZF2', 'ZBBX', 'PRLR', 'CPNE4']","['IKZF2', 'DLK1', 'ZBBX', 'CDH9', 'PRLR', 'CPNE4', 'CACNG3', 'ARHGEF3', 'GABRG1', 'SST']",0.012877970614635156
80,379,0.3379549393414211,0.34615384615384615,0.3087071240105541,208506,221,262,117,2,"['CDH9', 'TLL2']","['NPY1R', 'CDH9', 'TLL2', 'ADCYAP1', 'SYT10', 'PCSK1', 'HTR1F', 'GFRA1', 'SLC24A4', 'SST']",0.020882680024237772
81,510,0.5791710945802337,0.6355685131195336,0.42745098039215684,208471,125,292,218,2,"['CDH9', 'CASZ1']","['NPY1R', 'CDH9', 'CASZ1', 'SEMA3C', 'ITGA9', 'SYT10', 'HTR1F', 'SEMA3A', 'GFRA1', 'PDE3A']",0.02040826783434726
82,248,0.22297297297297297,0.2682926829268293,0.13306451612903225,208768,90,215,33,3,"['TSPAN18', 'FBN2', 'TLL2']","['PDE3A', 'TSPAN18', 'ENTPD3', 'FBN2', 'ADCYAP1', 'TLL2', 'SYT10', 'PCSK1', 'GFRA1', 'SST']",0.010851751050527615
83,686,0.3108711839166046,0.334,0.2434402332361516,208087,333,519,167,3,"['CNGB1', 'FLRT3', 'TLL2']","['PDE3A', 'CNGB1', 'FLRT3', 'TLL2', 'SEMA3C', 'CDH9', 'ITGA9', 'SYT10', 'HTR1F', 'GFRA1']",0.016862737855734233
84,188,0.25,0.29591836734693877,0.15425531914893617,208849,69,159,29,3,"['SPINT2', 'ENTPD3', 'ADCYAP1']","['SPINT2', 'PDE3A', 'ENTPD3', 'FBN2', 'ADCYAP1', 'SYT10', 'PCSK1', 'SUB1', 'SST', 'GFRA1']",0.012649839091519264
85,684,0.16154328732747805,0.1645367412140575,0.15058479532163743,207899,523,581,103,4,"['NPY1R', 'TSPAN18', 'ENTPD3', 'ADCYAP1']","['NPY1R', 'CNGB1', 'TSPAN18', 'ENTPD3', 'GLIS1', 'ADCYAP1', 'FBN2', 'SYT10', 'EPHB6', 'SST']",0.013487996315835428
86,256,0.2697841726618705,0.4,0.1171875,208805,45,226,30,5,"['NPY1R', 'TMEM200A', 'ADCYAP1', 'CFAP54', 'SYT10']","['NPY1R', 'TMEM200A', 'ENTPD3', 'ADCYAP1', 'CFAP54', 'SYT10', 'BAIAP3', 'GFRA1', 'TMEM132D', 'ADAMTS17']",0.016654776614988178
87,368,0.5211370262390671,0.5697211155378487,0.38858695652173914,208630,108,225,143,4,"['GPR149', 'CNGB1', 'PTN', 'SERPINE2']","['GPR149', 'CNGB1', 'PTN', 'SERPINE2', 'AHR', 'CCDC60', 'SEZ6', 'NHSL2', 'EPS8', 'ABTB2']",0.01788768679246692
88,299,0.39215686274509803,0.4788732394366197,0.22742474916387959,208733,74,231,68,4,"['RET', 'CPLX2', 'ACTN2', 'PRKCQ']","['RET', 'CPLX2', 'ACTN2', 'HUNK', 'ST6GALNAC5', 'PRKCQ', 'PTPRU', 'IPCEF1', 'NR2F1', 'NDN']",0.015191122901590982
89,165,0.17970401691331925,0.22077922077922077,0.10303030303030303,208881,60,148,17,4,"['PKIB', 'ACTN2', 'HUNK', 'FRMPD3']","['USP28', 'PKIB', 'ACTN2', 'HUNK', 'FRMPD3', 'ST6GALNAC5', 'PLCH1', 'PRKCQ', 'GAS7', 'IPCEF1']",0.010540797136426788
90,941,0.33780427223050175,0.5074626865671642,0.14452709883103082,208033,132,805,136,3,"['ACTN2', 'PLCH1', 'GAS7']","['ACTN2', 'PTN', 'PLCH1', 'GAS7', 'RGMB', 'IPCEF1', 'ABTB2', 'EPS8', 'DOCK2', 'NWD2']",0.0076496507895248865
91,252,0.25316455696202533,0.27586206896551724,0.19047619047619047,208728,126,204,48,5,"['PDGFC', 'PCP4', 'SHB', 'RGMB', 'IPCEF1']","['PDGFC', 'PCP4', 'SHB', 'FGF1', 'RGMB', 'IPCEF1', 'SST', 'SEZ6', 'DOCK2', 'EPS8']",0.010802367698192795
