clusterName,clusterSize,f_score,PPV,recall,TN,FP,FN,TP,marker_count,NSForest_markers,binary_genes,onTarget
92,180,0.08333333333333333,0.09523809523809523,0.05555555555555555,208831,95,170,10,5,"['KCNMB4', 'GABRA4', 'LMO4', 'AHR', 'SLC27A6']","['KCNMB4', 'GABRA4', 'LMO4', 'AHR', 'SLC27A6', 'PTPRU', 'FSTL1', 'SERPINE2', 'ABTB2', 'SEZ6']",0.00913906718395329
93,319,0.13847675568743817,0.16184971098265896,0.0877742946708464,208642,145,291,28,4,"['PTPRU', 'LIMA1', 'FAT1', 'STARD13']","['PTPRU', 'LIMA1', 'CPLX2', 'FAT1', 'LRRC1', 'STARD13', 'FSTL1', 'SEZ6', 'BAIAP3', 'NCKAP5']",0.009108977629785645
94,808,0.34375,0.4748201438848921,0.16336633663366337,208152,146,676,132,4,"['IKZF2', 'NPY1R', 'ADCYAP1', 'GLIS1']","['IKZF2', 'NUCB2', 'NPY1R', 'TMEM200A', 'ADCYAP1', 'GLIS1', 'CBLN2', 'SYT10', 'PDE3A', 'GFRA1']",0.015597124640984403
95,257,0.3076923076923077,0.35374149659863946,0.20233463035019456,208754,95,205,52,5,"['NPY1R', 'TMEM200A', 'CDH9', 'TLL2', 'SEMA3C']","['NPY1R', 'TMEM200A', 'CDH9', 'TLL2', 'SEMA3C', 'ITGA9', 'SYT10', 'PDE3A', 'GFRA1', 'PLPP4']",0.017605840944224384
96,990,0.4022236756049706,0.4758220502901354,0.24848484848484848,207845,271,744,246,4,"['TMEM200A', 'HYDIN', 'CBLN2', 'SYT10']","['TMEM200A', 'CPNE4', 'HYDIN', 'ADCYAP1', 'CBLN2', 'SYT10', 'PLPP4', 'PDE3A', 'GFRA1', 'SLC24A4']",0.015115876690879295
97,594,0.7584050039093041,0.790224032586558,0.6531986531986532,208409,103,206,388,1,['CEMIP'],"['FSTL1', 'TNFRSF19', 'FOXP2', 'PDZRN3', 'ADAMTSL3', 'CEMIP', 'APOD', 'RNF220', 'ITGA9', 'SYNE2']",0.02689518951345853
98,364,0.7681940700808625,0.8142857142857143,0.6263736263736264,208690,52,136,228,2,"['THSD4', 'ADAMTSL3']","['TMOD1', 'THSD4', 'FOXP2', 'LMO4', 'ADAMTSL3', 'PDLIM5', 'PTGDS', 'SNED1', 'NHSL2', 'SLC4A4']",0.023624690940899404
99,147,0.2915766738660907,0.34177215189873417,0.1836734693877551,208907,52,120,27,2,"['NFKBIZ', 'THSD4']","['NFKBIZ', 'FOXP2', 'THSD4', 'ADAMTSL3', 'PDLIM5', 'SDC2', 'PTGDS', 'SEMA3C', 'NDRG1', 'PDZRN4']",0.02130418796843584
101,60,0.7621951219512195,0.9615384615384616,0.4166666666666667,209045,1,35,25,2,"['RPS2', 'PTGDS']","['RPS21', 'RPL36', 'RPS12', 'RPL10', 'RPS2', 'PTGDS', 'RPS9', 'RPL10A', 'RPL7', 'RPL9']",0.01259196729643354
103,2305,0.6722498868266183,0.6796338672768879,0.6442516268980477,206101,700,820,1485,3,"['SPON1', 'ITGA9', 'SULF2']","['ABTB2', 'CALCRL', 'CREB5', 'SPON1', 'ITGA9', 'SULF2', 'SERPINE2', 'SRGAP1', 'PLPP4', 'PTPRZ1']",0.017913837565866394
104,3563,0.5709410683816774,0.8579881656804734,0.24417625596407522,205399,144,2693,870,2,"['COL4A3', 'CALCRL']","['APOD', 'COL4A3', 'CALCRL', 'SPON1', 'ADAMTS17', 'ITGA9', 'SULF2', 'SERPINE2', 'PLPP4', 'PTPRZ1']",0.02791506191846183
105,14785,0.5367675973259929,0.7011986301369864,0.2769699019276294,192576,1745,10690,4095,2,"['CREB5', 'SPP1']","['CREB5', 'PRR5L', 'SPP1', 'CRYAB', 'PLEKHG1', 'ST18', 'RNF220', 'DOCK1', 'CNTN2', 'QDPR']",0.027058921403189516
106,5523,0.3104931449565399,0.29746744884819,0.376425855513308,198673,4910,3444,2079,3,"['TMOD1', 'CRYAB', 'ST18']","['TMOD1', 'CREB5', 'PRR5L', 'CRYAB', 'SYTL2', 'ST18', 'APOD', 'RNF220', 'TUBB4A', 'QDPR']",0.020143318443626827
107,983,0.11095089321477208,0.09634782608695652,0.28179043743641913,205525,2598,706,277,6,"['PLS1', 'PRR5L', 'CRYAB', 'BCAT1', 'ST18', 'APOD']","['PLS1', 'PRR5L', 'CRYAB', 'BCAT1', 'ST18', 'APOD', 'CACHD1', 'RNF220', 'PMP22', 'TUBB4A']",0.02096950696595641
108,1554,0.22882407694694384,0.24121013900245297,0.18983268983268983,206624,928,1259,295,4,"['FBXO7', 'PRR5L', 'CREB5', 'SYTL2']","['FBXO7', 'PRR5L', 'CREB5', 'SYTL2', 'ST18', 'TUBB4A', 'KNDC1', 'TMEM132D', 'DOCK1', 'ARHGAP23']",0.02029831229021281
109,1746,0.17285831477792102,0.15404699738903394,0.33791523482245134,204120,3240,1156,590,5,"['TMOD1', 'TALDO1', 'CRYAB', 'SYTL2', 'ST18']","['TMOD1', 'PRR5L', 'TALDO1', 'CRYAB', 'SYTL2', 'ST18', 'APOD', 'DESI1', 'ADIPOR2', 'TUBB4A']",0.018250242121501153
110,291,0.2910360884749709,0.352112676056338,0.1718213058419244,208723,92,241,50,5,"['USP6NL', 'PRR5L', 'IFFO1', 'BIRC2', 'SMURF1']","['USP6NL', 'PRR5L', 'IFFO1', 'BIRC2', 'SMURF1', 'APOD', 'CUX2', 'SH3GL3', 'NCOR2', 'GFRA1']",0.01262314721722577
111,424,0.3919491525423729,0.5692307692307692,0.17452830188679244,208626,56,350,74,5,"['CHST8', 'KCNK9', 'SEL1L3', 'GLIS1', 'CASZ1']","['CHST8', 'KCNK9', 'SEL1L3', 'HUNK', 'GLIS1', 'CASZ1', 'FRMPD1', 'SHC3', 'PLCXD2', 'PLPP4']",0.01764725577420096
112,152,0.3333333333333333,0.46153846153846156,0.15789473684210525,208926,28,128,24,4,"['PALLD', 'PLCXD2', 'GBE1', 'CASZ1']","['PALLD', 'PLCXD2', 'GBE1', 'CASZ1', 'SEL1L3', 'SHC3', 'DACH2', 'RORB', 'PCSK1', 'TMEM132D']",0.013132916681350814
113,574,0.43209876543209874,0.7,0.17073170731707318,208490,42,476,98,4,"['CASZ1', 'STXBP6', 'PRKCQ', 'PDE1C']","['TMEM132C', 'GOLIM4', 'CASZ1', 'STXBP6', 'PRKCQ', 'PDE1C', 'SST', 'TMEM132D', 'NHSL2', 'SLC24A4']",0.012359558556427412
114,151,0.26170798898071623,0.3584905660377358,0.12582781456953643,208921,34,132,19,4,"['MID1', 'GABRA4', 'IPCEF1', 'CASZ1']","['ITGA8', 'MID1', 'GABRA4', 'IPCEF1', 'TMEM200A', 'CASZ1', 'PRLR', 'PRKCQ', 'TMEM132D', 'NHSL2']",0.01412390604552371
115,38,0.1485148514851485,0.14634146341463414,0.15789473684210525,209033,35,32,6,5,"['LTBP1', 'NREP', 'GABRA4', 'CDYL', 'COL25A1']","['LTBP1', 'NREP', 'GABRA4', 'CDYL', 'FAM184B', 'COL25A1', 'CASZ1', 'NRN1', 'B3GAT1', 'PTCHD1']",0.009731735290685157
116,1001,0.31232876712328766,0.5533980582524272,0.11388611388611389,208013,92,887,114,3,"['ITGA8', 'GOLIM4', 'CASZ1']","['ITGA8', 'SEL1L3', 'COL25A1', 'GOLIM4', 'CASZ1', 'CBLN2', 'TLL2', 'STXBP6', 'TOX', 'NR2F1']",0.01626222036983207
117,378,0.3489702517162471,0.49193548387096775,0.16137566137566137,208665,63,317,61,4,"['CHST8', 'DEPTOR', 'COL25A1', 'CASZ1']","['CHST8', 'DEPTOR', 'GABRA4', 'GLIS1', 'COL25A1', 'CASZ1', 'PRLR', 'NRN1', 'PRKCQ', 'NHSL2']",0.012905237457604373
118,319,0.3111432706222865,0.46236559139784944,0.13479623824451412,208737,50,276,43,5,"['CPNE9', 'CCND2', 'GABRA4', 'IPCEF1', 'ENTPD3']","['CPNE9', 'L3MBTL4', 'CCND2', 'GABRA4', 'IPCEF1', 'ENTPD3', 'CASZ1', 'PRLR', 'ADCYAP1', 'NRN1']",0.012722766036341484
119,738,0.27607361963190186,0.27808988764044945,0.2682926829268293,207854,514,540,198,4,"['HTR2A', 'SEL1L3', 'CASZ1', 'STXBP6']","['HTR2A', 'SEL1L3', 'CASZ1', 'FRMPD1', 'STXBP6', 'PCSK1', 'TMEM132D', 'NR2F1', 'SLC24A4', 'PLPP4']",0.01421382042054348
120,477,0.390549662487946,0.5785714285714286,0.16981132075471697,208570,59,396,81,5,"['SEL1L3', 'GOLIM4', 'CASZ1', 'ARHGAP28', 'PCSK1']","['HTR2A', 'SEL1L3', 'GOLIM4', 'CASZ1', 'ARHGAP28', 'PCSK1', 'SLC24A4', 'HTR1F', 'NR2F1', 'PCP4']",0.015820092603229502
121,483,0.34271099744245526,0.3641304347826087,0.2774327122153209,208389,234,349,134,5,"['GOLIM4', 'HUNK', 'CASZ1', 'TLL2', 'CDH22']","['ITGA8', 'GOLIM4', 'HUNK', 'CASZ1', 'TLL2', 'CDH22', 'STXBP6', 'TOX', 'SST', 'SLC24A4']",0.016258335811647387
122,350,0.27353689567430023,0.3944954128440367,0.12285714285714286,208690,66,307,43,4,"['COLGALT2', 'CPNE9', 'SEL1L3', 'GLIS1']","['COLGALT2', 'PDGFC', 'CPNE9', 'ADAMTSL3', 'SEL1L3', 'GLIS1', 'HUNK', 'COL25A1', 'CASZ1', 'FRMPD1']",0.01398793749462783
123,220,0.32894736842105265,0.625,0.11363636363636363,208871,15,195,25,6,"['GABRA4', 'CDH9', 'MEIS3', 'CDH6', 'STXBP6', 'TOX']","['GABRA4', 'CDH9', 'MEIS3', 'CDH6', 'STXBP6', 'TOX', 'ANGPT1', 'GLDN', 'SEMA3A', 'PLPP4']",0.012163447073567962
124,3813,0.1696969696969697,0.18644731688209948,0.12483608707054812,203216,2077,3337,476,3,"['CDH9', 'NRN1', 'TRPC4']","['POU2F2', 'CDH9', 'CDH6', 'NRN1', 'AR', 'TRPC4', 'TOX', 'PCP4', 'SEMA3A', 'TACR1']",0.009773665611910799
125,132,0.4427083333333333,0.5396825396825397,0.25757575757575757,208945,29,98,34,5,"['BDNF', 'CALCRL', 'PDGFC', 'ADAMTS2', 'ADCYAP1']","['BDNF', 'DLK1', 'CALCRL', 'PDGFC', 'ADAMTS2', 'ADCYAP1', 'SAMD5', 'DACH2', 'SEMA3A', 'SMOC2']",0.018076715502230476
126,527,0.38022813688212925,0.5076142131979695,0.18975332068311196,208482,97,427,100,3,"['BDNF', 'DLK1', 'CDH9']","['BDNF', 'ADAMTS2', 'DLK1', 'ADCYAP1', 'RNF220', 'CDH9', 'SYT10', 'PCSK1', 'TRPC4', 'BAIAP3']",0.027794711037955354
127,341,0.06180469715698393,0.08547008547008547,0.02932551319648094,208658,107,331,10,5,"['LMO3', 'CDH9', 'NRN1', 'PCSK1', 'TACR1']","['LMO3', 'C7H2orf80', 'CDH9', 'NRN1', 'PCSK1', 'TACR1', 'SEMA3A', 'SST', 'ADAMTS17', 'SLC24A4']",0.00927308324737546
128,468,0.12393767705382436,0.1483050847457627,0.07478632478632478,208437,201,433,35,4,"['SEMA3A', 'L1CAM', 'POU2F2', 'NRN1']","['SEMA3A', 'L1CAM', 'FRMPD3', 'POU2F2', 'PCSK1', 'NRN1', 'PCP4', 'TACR1', 'CELF6', 'VWA5B2']",0.009224476418378954
129,106,0.07462686567164178,0.2857142857142857,0.018867924528301886,208995,5,104,2,2,"['ADCYAP1', 'P4HA3']","['BDNF', 'MID1', 'NPY1R', 'DMGDH', 'ADCYAP1', 'P4HA3', 'MEIS3', 'STAT4', 'NDRG1', 'PCSK1']",0.010568101779184779
130,337,0.6353591160220995,0.8098591549295775,0.34124629080118696,208742,27,222,115,4,"['NOS1', 'VWA5B1', 'CNGB1', 'ADGRA3']","['NR4A2', 'NOS1', 'DLK1', 'VWA5B1', 'CNGB1', 'ADGRA3', 'CDH9', 'CBLN2', 'CFAP54', 'SYT10']",0.024481889315065154
131,204,0.5852601156069365,0.6639344262295082,0.39705882352941174,208861,41,123,81,5,"['PRIMA1', 'CHAT', 'SLC5A7', 'COL25A1', 'FRMPD3']","['PRIMA1', 'DLK1', 'CHAT', 'SLC5A7', 'COL25A1', 'FRMPD3', 'ADAMTSL3', 'SAMD5', 'CDH6', 'GLDN']",0.030737499267538545
132,7285,0.5791131128931853,0.6318417898521774,0.43417982155113244,199978,1843,4122,3163,4,"['PLS1', 'KCNC3', 'NRN1', 'FGF9']","['PLS1', 'SLC6A17', 'SAMD5', 'KCNC3', 'NRN1', 'FGF9', 'MKX', 'CPLX1', 'NEFH', 'KCNA1']",0.013280608957756946
133,204,0.5482456140350878,0.7936507936507936,0.24509803921568626,208889,13,154,50,5,"['ONECUT2', 'VWA5B1', 'CNGB1', 'ADCYAP1', 'PCP4']","['SLC5A8', 'ONECUT2', 'VWA5B1', 'CNGB1', 'ADCYAP1', 'PCP4', 'SAMD5', 'DACH2', 'RNF220', 'MEIS3']",0.019931443172861753
134,837,0.10382375284882249,0.10539845758354756,0.0979689366786141,207573,696,755,82,2,"['NRN1', 'MKX']","['SAMD5', 'MBLAC2', 'CDH9', 'NRN1', 'TMEM63B', 'MKX', 'ATP2B3', 'CPLX1', 'HTR1F', 'SCN1B']",0.008469874215595
135,147,0.12784880489160644,0.11138014527845036,0.3129251700680272,208592,367,101,46,5,"['HTR2A', 'SLC5A7', 'TNS1', 'RET', 'CREB5']","['CHAT', 'HTR2A', 'SLC5A7', 'TNS1', 'RET', 'CREB5', 'AHNAK2', 'PRR5L', 'ST18', 'APOD']",0.026293886186583522
136,692,0.7570754716981132,0.8991596638655462,0.4638728323699422,208378,36,371,321,5,"['LNX2', 'CHAT', 'SLC5A7', 'ANXA2', 'TNS1']","['LNX2', 'CHAT', 'HTR2A', 'SLC5A7', 'ANXA2', 'TNS1', 'SH3PXD2B', 'BCL6', 'AHNAK2', 'CREB5']",0.04235592028205559
137,213,0.8842652795838751,0.9784172661870504,0.6384976525821596,208890,3,77,136,3,"['RET', 'CHAT', 'CREB5']","['RET', 'CHAT', 'SLC5A7', 'COL4A3', 'CREB5', 'AHNAK2', 'TMEM200A', 'MPP3', 'SLIT3', 'ADGRV1']",0.043398794692795915
138,87,0.6042296072507553,0.6557377049180327,0.45977011494252873,208998,21,47,40,4,"['SLC5A7', 'BCL6', 'PDE9A', 'CEMIP']","['CHAT', 'SLC5A7', 'BCL6', 'ADRA1A', 'PDE9A', 'CEMIP', 'SLIT3', 'IVNS1ABP', 'HTR1F', 'SLC24A4']",0.029586305770513823
139,217,0.6359506813757301,0.5921450151057401,0.9032258064516129,208754,135,21,196,6,"['TTN', 'CHAT', 'ANXA2', 'SLC5A7', 'TMOD1', 'TNS1']","['TTN', 'CHAT', 'ANXA2', 'SLC5A7', 'TMOD1', 'TNS1', 'KCNMB4', 'GNG12', 'PMP22', 'SLIT3']",0.04007493857662677
140,437,0.7123923127899271,0.8022388059701493,0.4919908466819222,208616,53,222,215,4,"['TIAM2', 'TNS1', 'HTR2A', 'RET']","['TIAM2', 'TNS1', 'CHAT', 'HTR2A', 'SLC5A7', 'RET', 'PDGFC', 'CREB5', 'BCL6', 'AHNAK2']",0.024549895605283076
141,2,0.8333333333333334,1.0,0.5,209104,0,1,1,2,"['MALRD1', 'HYDIN']","['MALRD1', 'PSMD9', 'IMPG2', 'ACER2', 'HYDIN', 'CRB1', 'SGMS2', 'FAM20B', 'HHAT', 'TEX9']",0.057441647563223834
142,123,0.33472803347280333,0.5517241379310345,0.13008130081300814,208970,13,107,16,4,"['ZBBX', 'ANKDD1B', 'EFHC1', 'LRRC9']","['KIAA2012', 'ZBBX', 'ANKDD1B', 'CCDC40', 'EFHC1', 'LRRC9', 'CRB1', 'HYDIN', 'CFAP43', 'CFAP54']",0.03442723567112994
143,1373,0.6984407651502974,0.716996699669967,0.6329206117989803,207390,343,504,869,2,"['HYDIN', 'CFAP43']","['ZBBX', 'LRRC9', 'LRGUK', 'HYDIN', 'CRB1', 'CFAP43', 'DNAH10', 'CFAP54', 'CCDC60', 'CFAP61']",0.03030747487826555
144,4,0.625,1.0,0.25,209102,0,3,1,2,"['RPL32', 'CRB1']","['RPL32', 'GFAP', 'MID1', 'CST3', 'CRB1', 'SERF2', 'CFAP43', 'LOC116745504', 'S100B', 'TMED2']",0.020699413749020353
145,5187,0.7483378858939339,0.8171074845244795,0.5598611914401388,203269,650,2283,2904,2,"['KIF6', 'KIAA2012']","['TTC21A', 'MLF1', 'NME5', 'ZBBX', 'KIF6', 'KIAA2012', 'LRRC9', 'HYDIN', 'CFAP43', 'NXN']",0.026468240698454493
146,264,0.04807692307692308,0.10526315789473684,0.015151515151515152,208808,34,260,4,3,"['ZBBX', 'KIAA2012', 'PRR5L']","['NME5', 'ZBBX', 'KIAA2012', 'MLF1', 'PRR5L', 'LRRC9', 'ST18', 'HYDIN', 'CFAP43', 'NXN']",0.026476605327800527
147,399,0.30183727034120733,0.3709677419354839,0.17293233082706766,208590,117,330,69,2,"['HYDIN', 'PDGFC']","['ADGRV1', 'ZBBX', 'LRRC9', 'HYDIN', 'PDGFC', 'GOLIM4', 'CFAP43', 'CFAP54', 'C8H8orf34', 'PDZRN4']",0.02177166628798255
148,464,0.24539877300613497,0.3047619047619048,0.13793103448275862,208496,146,400,64,4,"['CCND2', 'FOXP2', 'TXN', 'CFAP43']","['ZBBX', 'CCND2', 'FOXP2', 'TXN', 'HYDIN', 'CFAP43', 'CFAP54', 'CFAP61', 'ALDOC', 'TUBB4B']",0.016087550925482426
150,954,0.5918727915194346,0.7142857142857143,0.35115303983228513,208018,134,619,335,6,"['CCDC40', 'ANXA2', 'VWA5B1', 'ZBBX', 'TTC21A', 'KIAA2012']","['CCDC40', 'ANXA2', 'VWA5B1', 'ZBBX', 'TTC21A', 'KIAA2012', 'MLF1', 'LRRC9', 'HYDIN', 'CFAP43']",0.03601784324009797
151,821,0.3683241252302026,0.594059405940594,0.146163215590743,208203,82,701,120,4,"['CEMIP', 'COLGALT2', 'MB21D2', 'ITGA8']","['CEMIP', 'COLGALT2', 'MB21D2', 'ITGA8', 'LTBP1', 'GSG1L', 'TMEM200A', 'CNR1', 'RERG', 'PRKCQ']",0.012850619709502928
152,1229,0.42282073559223865,0.5251798561151079,0.23759153783563874,207613,264,937,292,3,"['LTBP1', 'ADAMTSL3', 'ADCYAP1']","['CEMIP', 'LTBP1', 'ADAMTSL3', 'FBN2', 'ST6GAL1', 'ADCYAP1', 'CFAP54', 'PCSK1', 'SST', 'VAV3']",0.0137078889050609
153,452,0.38318452380952384,0.4618834080717489,0.22787610619469026,208534,120,349,103,4,"['HTR2A', 'TLL2', 'CCDC60', 'PRKCQ']","['HTR2A', 'SNX7', 'TLL2', 'ADCYAP1', 'CCDC60', 'PRKCQ', 'SLC24A4', 'SST', 'STAC', 'CPNE4']",0.015810185627903366
154,119,0.2328159645232816,0.25301204819277107,0.17647058823529413,208925,62,98,21,5,"['SMOC2', 'CEMIP', 'COLGALT2', 'LTBP1', 'FAM184B']","['SMOC2', 'CEMIP', 'COLGALT2', 'LTBP1', 'ADAMTSL3', 'FAM184B', 'CNR1', 'TLL2', 'ST6GAL1', 'GRK5']",0.01480470168349737
155,26,0.16666666666666666,1.0,0.038461538461538464,209080,0,25,1,3,"['KIAA0753', 'SNX7', 'TLL2']","['CNGB1', 'KIAA0753', 'FOXP2', 'HTR2A', 'SNX7', 'TLL2', 'CCDC60', 'RGMB', 'SEMA3A', 'SLC24A4']",0.012265942066212098
156,383,0.34017971758664955,0.5353535353535354,0.13838120104438642,208677,46,330,53,4,"['COLGALT2', 'LTBP1', 'TMEM200A', 'CLMP']","['COLGALT2', 'ITGA8', 'LTBP1', 'GABRA4', 'TMEM200A', 'CLMP', 'PLPP4', 'CNIH3', 'IL1RAP', 'ADAMTS17']",0.012145438022271748
157,114,0.13157894736842105,0.1368421052631579,0.11403508771929824,208910,82,101,13,5,"['FSIP1', 'MROH7', 'PLPP4', 'IPCEF1', 'SST']","['FSIP1', 'TTC23L', 'MROH7', 'PLPP4', 'IPCEF1', 'SST', 'SLC24A4', 'GLDN', 'EPHB6', 'PDE1B']",0.012110209902218552
158,582,0.39087093389296956,0.4501510574018127,0.25601374570446733,208342,182,433,149,4,"['SNX7', 'TLL2', 'SAMD5', 'PRKCQ']","['HTR2A', 'SNX7', 'TLL2', 'SAMD5', 'CCDC60', 'PRKCQ', 'SLC24A4', 'SST', 'STRIP2', 'SLC4A4']",0.015214556266667466
159,250,0.33264033264033266,0.3595505617977528,0.256,208742,114,186,64,5,"['FOXP2', 'SNX7', 'TIAM2', 'CFAP54', 'CCDC60']","['FOXP2', 'SNX7', 'TIAM2', 'HYDIN', 'CFAP54', 'CCDC60', 'GLDN', 'RGMB', 'SEMA3A', 'SLC24A4']",0.01845902065084923
160,415,0.5118924508790073,0.717391304347826,0.2385542168674699,208652,39,316,99,5,"['SCML4', 'CCDC60', 'CEMIP', 'ANGPT1', 'SLC24A4']","['SCML4', 'SERPINE2', 'CCDC60', 'CEMIP', 'ANGPT1', 'SLC24A4', 'SST', 'PLPP4', 'IPCEF1', 'STAC']",0.013996251075211021
161,454,0.387409200968523,0.6881720430107527,0.14096916299559473,208623,29,390,64,4,"['PRKCQ', 'NHSL2', 'STRIP2', 'SLC24A4']","['TLL2', 'PRKCQ', 'TRPC4', 'NHSL2', 'STRIP2', 'SLC24A4', 'STAC', 'ARHGAP24', 'PDE1B', 'SST']",0.012929347389368327
163,48,0.38461538461538464,0.5714285714285714,0.16666666666666666,209052,6,40,8,1,['WTIP'],"['MYH9', 'PDGFC', 'PDLIM5', 'ECE1', 'WTIP', 'CDH6', 'EPS8', 'PDE3A', 'ANGPT2', 'SLIT3']",0.022649870453318892
165,275,0.4984423676012461,0.5581395348837209,0.3490909090909091,208755,76,179,96,1,['COL4A3'],"['KLHL23', 'TTN', 'ARHGEF17', 'COL4A3', 'MYH9', 'TNS1', 'CDH6', 'EPS8', 'HTR1F', 'AGRN']",0.04218287525359342
167,403,0.47368421052631576,0.7168141592920354,0.20099255583126552,208671,32,322,81,5,"['SLC5A7', 'AEN', 'CDH6', 'AHR', 'RORB']","['SLC5A7', 'PDGFC', 'AEN', 'CDH6', 'AHR', 'RORB', 'SULF2', 'PARM1', 'PCP4', 'MROH7']",0.01645684673828031
168,228,0.3716216216216216,0.6111111111111112,0.14473684210526316,208857,21,195,33,4,"['HTR2A', 'LMO3', 'ADAMTS2', 'ADAMTSL3']","['THSD4', 'HTR2A', 'LMO3', 'ADAMTS2', 'SCUBE2', 'ADAMTSL3', 'SLC27A6', 'NDRG1', 'TACR1', 'CCDC60']",0.016754478755303333
169,449,0.39288361749444034,0.4711111111111111,0.23608017817371937,208538,119,343,106,5,"['ADCYAP1', 'MATN2', 'LIMA1', 'NFIX', 'PTPRU']","['ADCYAP1', 'MATN2', 'LIMA1', 'PCSK1', 'NFIX', 'PTPRU', 'DISC1', 'TRPC4', 'TACR1', 'PCP4']",0.01250121980966965
170,2093,0.26934176171499247,0.30246913580246915,0.18729096989966554,206109,904,1701,392,3,"['SAMD5', 'NRN1', 'NFIX']","['PDGFD', 'SAMD5', 'DACH2', 'NRN1', 'NFIX', 'MKX', 'PTPRZ1', 'TACR1', 'SASH1', 'SLIT3']",0.01162034957494292
171,272,0.3051181102362205,0.5254237288135594,0.11397058823529412,208806,28,241,31,4,"['MID1', 'COL4A3', 'ST18', 'HYDIN']","['MID1', 'COL4A3', 'KCNK9', 'ST18', 'HYDIN', 'PDGFD', 'NFIX', 'CFAP54', 'MAMDC2', 'NRN1']",0.014059652005157543
172,1744,0.28694404591104733,0.33402922755741127,0.1834862385321101,206724,638,1424,320,3,"['LMO3', 'PDGFD', 'ADCYAP1']","['KCNK9', 'LMO3', 'ADAMTS2', 'PDGFD', 'ADCYAP1', 'PLCXD2', 'CDH9', 'NFIX', 'NRN1', 'TACR1']",0.012364315852643049
173,539,0.3472882968601332,0.5703125,0.13543599257884972,208512,55,466,73,4,"['KCNK9', 'LMO4', 'ADCYAP1', 'EEPD1']","['SYT13', 'KCNK9', 'LMO4', 'ADCYAP1', 'MATN2', 'EEPD1', 'LIMA1', 'NFIX', 'PCSK1', 'TACR1']",0.013554135585381898
174,90,0.3424657534246575,0.7142857142857143,0.1111111111111111,209012,4,80,10,5,"['ILDR2', 'KCNMB4', 'KCNK9', 'AR', 'ST18']","['ILDR2', 'KCNMB4', 'KCNK9', 'AR', 'ST18', 'ZNF711', 'HTR7', 'DPF3', 'SAMD5', 'NFIX']",0.015617145955762324
175,167,0.3814262023217247,0.42201834862385323,0.2754491017964072,208876,63,121,46,5,"['GPR149', 'HTR2A', 'WIPF3', 'ADAMTSL3', 'NFIX']","['GPR149', 'HTR2A', 'WIPF3', 'LMO3', 'ADAMTSL3', 'NFIX', 'TRPC4', 'TACR1', 'SLIT3', 'PCP4']",0.014484054792444894
176,340,0.4008152173913043,0.5959595959595959,0.17352941176470588,208726,40,281,59,4,"['CPLX2', 'ACTN2', 'FAT1', 'ADAMTSL3']","['NR2F1', 'CPLX2', 'ACTN2', 'FGF9', 'FAT1', 'ADAMTSL3', 'MKX', 'SEZ6', 'RHBDL3', 'SLC6A5']",0.012114206425540334
177,359,0.47619047619047616,0.6323529411764706,0.2395543175487465,208697,50,273,86,4,"['PDE2A', 'RORB', 'SULF2', 'TACR1']","['PDE2A', 'GABRA4', 'SMOC2', 'RORB', 'SULF2', 'TACR1', 'PDE3A', 'SLC6A5', 'EPS8', 'ABTB2']",0.013166280834554706
178,230,0.19756838905775076,0.24299065420560748,0.11304347826086956,208795,81,204,26,3,"['ACTN2', 'FAT1', 'MKX']","['ACTN2', 'FAT1', 'MKX', 'PTPRU', 'PITPNM3', 'RHBDL3', 'SEZ6', 'SH3RF3', 'UBASH3B', 'NWD2']",0.010838719934989546
179,274,0.4702048417132216,0.505,0.3686131386861314,208733,99,173,101,5,"['MEGF10', 'TGFB2', 'CDH9', 'ITGA9', 'HNMT']","['PDP1', 'MEGF10', 'TGFB2', 'CDH9', 'ITGA9', 'HNMT', 'SEZ6', 'RGMB', 'SST', 'EPS8']",0.01395051574703488
180,1114,0.32140248356464574,0.43349753694581283,0.15798922800718132,207762,230,938,176,4,"['RORB', 'SLC4A4', 'IL1RAP', 'SEZ6']","['RORB', 'CNIH3', 'SLC4A4', 'RHBDL3', 'IL1RAP', 'SEZ6', 'STXBP6', 'IPCEF1', 'KCNA1', 'PDE3A']",0.009157397796035254
181,596,0.2631578947368421,0.336,0.14093959731543623,208344,166,512,84,4,"['FAT1', 'TMEM150C', 'TOX3', 'SLC4A4']","['FAT1', 'GABRA4', 'TMEM150C', 'TOX3', 'SLC4A4', 'FGF9', 'RHBDL3', 'IL1RAP', 'SEZ6', 'STAC']",0.008205259612289602
182,128,0.3,0.6666666666666666,0.09375,208972,6,116,12,4,"['PDE3A', 'RORB', 'SLC6A5', 'KCNA1']","['PDE3A', 'RORB', 'PRDX5', 'SLC6A5', 'KCNA1', 'PHACTR2', 'MDH2', 'LAMP5', 'PCP4L1', 'NDUFB10']",0.008795093159583628
183,517,0.5905511811023622,0.75,0.3191489361702128,208534,55,352,165,5,"['SMOC2', 'CNIH3', 'RORB', 'ANGPT1', 'PDE3A']","['SMOC2', 'CNIH3', 'RORB', 'ANGPT1', 'RHBDL3', 'PDE3A', 'SEZ6', 'ABTB2', 'EPHB6', 'STXBP6']",0.016642909926666876
