clusterName,markerGene,score
120,PCSK1,0.390549662487946
121,GOLIM4,0.34271099744245526
121,HUNK,0.34271099744245526
121,CASZ1,0.34271099744245526
121,TLL2,0.34271099744245526
121,CDH22,0.34271099744245526
122,COLGALT2,0.27353689567430023
122,CPNE9,0.27353689567430023
122,SEL1L3,0.27353689567430023
122,GLIS1,0.27353689567430023
123,GABRA4,0.32894736842105265
123,CDH9,0.32894736842105265
123,MEIS3,0.32894736842105265
123,CDH6,0.32894736842105265
123,STXBP6,0.32894736842105265
123,TOX,0.32894736842105265
124,CDH9,0.1696969696969697
124,NRN1,0.1696969696969697
124,TRPC4,0.1696969696969697
125,BDNF,0.4427083333333333
125,CALCRL,0.4427083333333333
125,PDGFC,0.4427083333333333
125,ADAMTS2,0.4427083333333333
125,ADCYAP1,0.4427083333333333
126,BDNF,0.38022813688212925
126,DLK1,0.38022813688212925
126,CDH9,0.38022813688212925
127,LMO3,0.06180469715698393
127,CDH9,0.06180469715698393
127,NRN1,0.06180469715698393
127,PCSK1,0.06180469715698393
127,TACR1,0.06180469715698393
128,SEMA3A,0.12393767705382436
128,L1CAM,0.12393767705382436
128,POU2F2,0.12393767705382436
128,NRN1,0.12393767705382436
129,ADCYAP1,0.07462686567164178
129,P4HA3,0.07462686567164178
130,NOS1,0.6353591160220995
130,VWA5B1,0.6353591160220995
130,CNGB1,0.6353591160220995
130,ADGRA3,0.6353591160220995
131,PRIMA1,0.5852601156069365
131,CHAT,0.5852601156069365
131,SLC5A7,0.5852601156069365
131,COL25A1,0.5852601156069365
131,FRMPD3,0.5852601156069365
132,PLS1,0.5791131128931853
132,KCNC3,0.5791131128931853
132,NRN1,0.5791131128931853
132,FGF9,0.5791131128931853
133,ONECUT2,0.5482456140350878
133,VWA5B1,0.5482456140350878
133,CNGB1,0.5482456140350878
133,ADCYAP1,0.5482456140350878
133,PCP4,0.5482456140350878
134,NRN1,0.10382375284882249
134,MKX,0.10382375284882249
135,HTR2A,0.12784880489160644
135,SLC5A7,0.12784880489160644
135,TNS1,0.12784880489160644
135,RET,0.12784880489160644
135,CREB5,0.12784880489160644
136,LNX2,0.7570754716981132
136,CHAT,0.7570754716981132
136,SLC5A7,0.7570754716981132
136,ANXA2,0.7570754716981132
136,TNS1,0.7570754716981132
137,RET,0.8842652795838751
137,CHAT,0.8842652795838751
137,CREB5,0.8842652795838751
138,SLC5A7,0.6042296072507553
138,BCL6,0.6042296072507553
138,PDE9A,0.6042296072507553
138,CEMIP,0.6042296072507553
139,TTN,0.6359506813757301
139,CHAT,0.6359506813757301
139,ANXA2,0.6359506813757301
139,SLC5A7,0.6359506813757301
139,TMOD1,0.6359506813757301
139,TNS1,0.6359506813757301
140,TIAM2,0.7123923127899271
140,TNS1,0.7123923127899271
140,HTR2A,0.7123923127899271
140,RET,0.7123923127899271
141,MALRD1,0.8333333333333334
141,HYDIN,0.8333333333333334
142,ZBBX,0.33472803347280333
142,ANKDD1B,0.33472803347280333
142,EFHC1,0.33472803347280333
142,LRRC9,0.33472803347280333
143,HYDIN,0.6984407651502974
143,CFAP43,0.6984407651502974
144,RPL32,0.625
144,CRB1,0.625
145,KIF6,0.7483378858939339
145,KIAA2012,0.7483378858939339
146,ZBBX,0.04807692307692308
146,KIAA2012,0.04807692307692308
146,PRR5L,0.04807692307692308
147,HYDIN,0.30183727034120733
147,PDGFC,0.30183727034120733
148,CCND2,0.24539877300613497
148,FOXP2,0.24539877300613497
148,TXN,0.24539877300613497
148,CFAP43,0.24539877300613497
150,CCDC40,0.5918727915194346
150,ANXA2,0.5918727915194346
150,VWA5B1,0.5918727915194346
150,ZBBX,0.5918727915194346
150,TTC21A,0.5918727915194346
150,KIAA2012,0.5918727915194346
151,CEMIP,0.3683241252302026
151,COLGALT2,0.3683241252302026
151,MB21D2,0.3683241252302026
151,ITGA8,0.3683241252302026
152,LTBP1,0.42282073559223865
152,ADAMTSL3,0.42282073559223865
152,ADCYAP1,0.42282073559223865
153,HTR2A,0.38318452380952384
153,TLL2,0.38318452380952384
153,CCDC60,0.38318452380952384
153,PRKCQ,0.38318452380952384
154,SMOC2,0.2328159645232816
154,CEMIP,0.2328159645232816
154,COLGALT2,0.2328159645232816
154,LTBP1,0.2328159645232816
154,FAM184B,0.2328159645232816
155,KIAA0753,0.16666666666666666
155,SNX7,0.16666666666666666
155,TLL2,0.16666666666666666
156,COLGALT2,0.34017971758664955
156,LTBP1,0.34017971758664955
156,TMEM200A,0.34017971758664955
156,CLMP,0.34017971758664955
157,FSIP1,0.13157894736842105
157,MROH7,0.13157894736842105
157,PLPP4,0.13157894736842105
157,IPCEF1,0.13157894736842105
157,SST,0.13157894736842105
158,SNX7,0.39087093389296956
158,TLL2,0.39087093389296956
158,SAMD5,0.39087093389296956
158,PRKCQ,0.39087093389296956
159,FOXP2,0.33264033264033266
159,SNX7,0.33264033264033266
159,TIAM2,0.33264033264033266
159,CFAP54,0.33264033264033266
159,CCDC60,0.33264033264033266
160,SCML4,0.5118924508790073
160,CCDC60,0.5118924508790073
160,CEMIP,0.5118924508790073
160,ANGPT1,0.5118924508790073
160,SLC24A4,0.5118924508790073
161,PRKCQ,0.387409200968523
161,NHSL2,0.387409200968523
161,STRIP2,0.387409200968523
161,SLC24A4,0.387409200968523
163,WTIP,0.38461538461538464
165,COL4A3,0.4984423676012461
167,SLC5A7,0.47368421052631576
167,AEN,0.47368421052631576
167,CDH6,0.47368421052631576
167,AHR,0.47368421052631576
167,RORB,0.47368421052631576
168,HTR2A,0.3716216216216216
168,LMO3,0.3716216216216216
168,ADAMTS2,0.3716216216216216
168,ADAMTSL3,0.3716216216216216
169,ADCYAP1,0.39288361749444034
169,MATN2,0.39288361749444034
169,LIMA1,0.39288361749444034
169,NFIX,0.39288361749444034
169,PTPRU,0.39288361749444034
170,SAMD5,0.26934176171499247
170,NRN1,0.26934176171499247
170,NFIX,0.26934176171499247
171,MID1,0.3051181102362205
171,COL4A3,0.3051181102362205
171,ST18,0.3051181102362205
171,HYDIN,0.3051181102362205
172,LMO3,0.28694404591104733
172,PDGFD,0.28694404591104733
172,ADCYAP1,0.28694404591104733
173,KCNK9,0.3472882968601332
173,LMO4,0.3472882968601332
173,ADCYAP1,0.3472882968601332
173,EEPD1,0.3472882968601332
174,ILDR2,0.3424657534246575
174,KCNMB4,0.3424657534246575
174,KCNK9,0.3424657534246575
174,AR,0.3424657534246575
174,ST18,0.3424657534246575
175,GPR149,0.3814262023217247
175,HTR2A,0.3814262023217247
175,WIPF3,0.3814262023217247
175,ADAMTSL3,0.3814262023217247
175,NFIX,0.3814262023217247
176,CPLX2,0.4008152173913043
176,ACTN2,0.4008152173913043
176,FAT1,0.4008152173913043
176,ADAMTSL3,0.4008152173913043
177,PDE2A,0.47619047619047616
177,RORB,0.47619047619047616
177,SULF2,0.47619047619047616
177,TACR1,0.47619047619047616
178,ACTN2,0.19756838905775076
178,FAT1,0.19756838905775076
178,MKX,0.19756838905775076
179,MEGF10,0.4702048417132216
179,TGFB2,0.4702048417132216
179,CDH9,0.4702048417132216
179,ITGA9,0.4702048417132216
179,HNMT,0.4702048417132216
180,RORB,0.32140248356464574
180,SLC4A4,0.32140248356464574
180,IL1RAP,0.32140248356464574
180,SEZ6,0.32140248356464574
181,FAT1,0.2631578947368421
181,TMEM150C,0.2631578947368421
181,TOX3,0.2631578947368421
181,SLC4A4,0.2631578947368421
182,PDE3A,0.3
182,RORB,0.3
182,SLC6A5,0.3
182,KCNA1,0.3
183,SMOC2,0.5905511811023622
183,CNIH3,0.5905511811023622
183,RORB,0.5905511811023622
183,ANGPT1,0.5905511811023622
183,PDE3A,0.5905511811023622
184,ZBTB7C,0.20604395604395603
184,PTPRU,0.20604395604395603
184,FAT1,0.20604395604395603
184,ACTN2,0.20604395604395603
184,GABRA4,0.20604395604395603
185,EPHX1,0.46613896218117856
185,CNIH3,0.46613896218117856
185,HNMT,0.46613896218117856
185,ANGPT1,0.46613896218117856
185,RHBDL3,0.46613896218117856
186,B4GALNT3,0.13377926421404682
186,NPY1R,0.13377926421404682
186,ACTN2,0.13377926421404682
186,CLMP,0.13377926421404682
186,SCML4,0.13377926421404682
187,NPY1R,0.30545112781954886
187,ACTN2,0.30545112781954886
187,SCML4,0.30545112781954886
187,CLMP,0.30545112781954886
188,DACH2,0.4549808429118774
188,LMO3,0.4549808429118774
188,NPY1R,0.4549808429118774
188,KCNK1,0.4549808429118774
189,LMO3,0.3063365505665128
189,ACTN2,0.3063365505665128
190,LMO3,0.4560810810810811
190,ACTN2,0.4560810810810811
190,DACH2,0.4560810810810811
191,ACTN2,0.43429844097995546
191,SEL1L3,0.43429844097995546
191,GOLIM4,0.43429844097995546
191,DISC1,0.43429844097995546
191,CEMIP,0.43429844097995546
192,GABRA4,0.2977667493796526
192,CASZ1,0.2977667493796526
192,PCSK1,0.2977667493796526
192,CDH9,0.2977667493796526
192,DACH2,0.2977667493796526
192,LRRC1,0.2977667493796526
193,CALCRL,0.37433155080213903
193,LMO3,0.37433155080213903
193,NRP2,0.37433155080213903
193,HTR7,0.37433155080213903
194,STAT4,0.5008488964346349
194,CNIH3,0.5008488964346349
194,PTPRZ1,0.5008488964346349
195,CEP128,0.09223674096848578
195,HHAT,0.09223674096848578
195,MKX,0.09223674096848578
195,SULF2,0.09223674096848578
195,ANGPT1,0.09223674096848578
195,SLIT3,0.09223674096848578
196,IPCEF1,0.44315992292870904
196,COL25A1,0.44315992292870904
196,HUNK,0.44315992292870904
196,CNR1,0.44315992292870904
196,NRIP3,0.44315992292870904
196,SDK2,0.44315992292870904
197,TGFBR3,0.3789004457652303
197,THSD4,0.3789004457652303
197,PDZRN3,0.3789004457652303
197,MPP3,0.3789004457652303
197,MITF,0.3789004457652303
197,SLIT3,0.3789004457652303
198,ITGA8,0.2283464566929134
198,ADAMTS17,0.2283464566929134
198,CLMP,0.2283464566929134
198,PCED1B,0.2283464566929134
198,DISC1,0.2283464566929134
198,CEMIP,0.2283464566929134
199,FAT1,0.17790797370677336
199,KCNC3,0.17790797370677336
199,MKX,0.17790797370677336
199,CPLX1,0.17790797370677336
200,HCRTR2,0.1477832512315271
200,TMEM200A,0.1477832512315271
200,ANKRD31,0.1477832512315271
200,CDH9,0.1477832512315271
200,STAT4,0.1477832512315271
200,MKX,0.1477832512315271
201,CEP128,0.07279003451898544
201,HHAT,0.07279003451898544
201,MITF,0.07279003451898544
201,CPLX1,0.07279003451898544
201,RAMP1,0.07279003451898544
201,SLIT3,0.07279003451898544
202,LRRC66,0.16376663254861823
202,TMEM200A,0.16376663254861823
202,HHAT,0.16376663254861823
202,CFAP43,0.16376663254861823
202,MITF,0.16376663254861823
203,PDZRN3,0.4041916167664671
203,MPP3,0.4041916167664671
203,CDH9,0.4041916167664671
203,CEMIP,0.4041916167664671
203,SEMA3A,0.4041916167664671
204,HCRTR2,0.16642547033285093
204,PDGFC,0.16642547033285093
204,PDE1A,0.16642547033285093
204,GFRA1,0.16642547033285093
205,HCRTR2,0.3994082840236686
205,LMO4,0.3994082840236686
205,CDH6,0.3994082840236686
205,RORB,0.3994082840236686
205,MKX,0.3994082840236686
206,HTR2A,0.4166666666666667
206,THSD4,0.4166666666666667
206,ADAMTS17,0.4166666666666667
206,SEL1L3,0.4166666666666667
206,PDZRN3,0.4166666666666667
206,PCSK1,0.4166666666666667
207,RET,0.47161376843987485
207,PARM1,0.47161376843987485
207,EEPD1,0.47161376843987485
208,RORB,0.1377952755905512
208,GABRG1,0.1377952755905512
209,VWA5B1,0.22727272727272727
209,PMP22,0.22727272727272727
209,RORB,0.22727272727272727
210,COL4A3,0.5635148042024832
210,LPCAT2,0.5635148042024832
210,MATN2,0.5635148042024832
210,DACH2,0.5635148042024832
210,PRKCQ,0.5635148042024832
211,NOS1,0.5636817695326436
211,TRPC4,0.5636817695326436
211,TMEM200A,0.5636817695326436
212,ADAMTS17,0.3456221198156682
212,PDGFD,0.3456221198156682
212,CDH6,0.3456221198156682
213,GDA,0.580952380952381
213,TMEM200A,0.580952380952381
213,GPR149,0.580952380952381
213,CDH6,0.580952380952381
213,PRKCQ,0.580952380952381
214,CDADC1,0.2046783625730994
215,B3GLCT,0.5160857908847185
215,PMP22,0.5160857908847185
215,RORB,0.5160857908847185
215,SEMA3A,0.5160857908847185
216,LMO3,0.6253559630937464
216,ADAMTSL3,0.6253559630937464
216,ATP2B4,0.6253559630937464
217,HTR2A,0.2647412755716005
217,ADAMTSL3,0.2647412755716005
217,SDC2,0.2647412755716005
217,SMOC2,0.2647412755716005
217,ANKRD13A,0.2647412755716005
217,ANKMY1,0.2647412755716005
218,COL5A2,0.4519774011299435
218,GPR149,0.4519774011299435
218,SV2B,0.4519774011299435
218,ADAMTSL3,0.4519774011299435
219,COL5A2,0.3029710711493354
219,SORCS2,0.3029710711493354
219,AP1S2,0.3029710711493354
219,GULP1,0.3029710711493354
220,LMO3,0.3884372177055104
220,SEMA3A,0.3884372177055104
220,ST6GALNAC5,0.3884372177055104
221,ADAMTSL3,0.0942211055276382
221,LMO3,0.0942211055276382
221,GPR149,0.0942211055276382
222,LMO3,0.596267637687756
222,PLCXD2,0.596267637687756
223,SGPP1,0.4254302103250478
223,CDH9,0.4254302103250478
223,SLIT3,0.4254302103250478
223,ADCYAP1,0.4254302103250478
224,DLK1,0.47476475620188197
224,ITGA8,0.47476475620188197
224,GPR149,0.47476475620188197
225,GABRA4,0.3003003003003003
225,SCML4,0.3003003003003003
225,ADCYAP1,0.3003003003003003
225,SDC2,0.3003003003003003
225,BAALC,0.3003003003003003
225,SMOC2,0.3003003003003003
226,HTR2A,0.46511627906976744
226,SHROOM3,0.46511627906976744
226,ADCYAP1,0.46511627906976744
226,PDE3A,0.46511627906976744
227,TACR1,0.4891304347826087
