clusterName,onTarget
2,0.024568830828119923
3,0.01102124551848589
4,0.014299667220424611
5,0.016168957315993965
6,0.01626644514532679
7,0.027184164170968948
8,0.01989849182827247
9,0.020732332683190975
10,0.022066571949296017
11,0.016125140531508344
12,0.02155964523511539
13,0.019796065812485122
14,0.021124079518298228
15,0.021000327115717605
17,0.016684747035269995
18,0.019141330816102774
19,0.019085829177464837
20,0.012424073324212838
21,0.022290178197945903
22,0.018991912530854103
23,0.017549917007115685
24,0.013177609212813106
25,0.033403587629135166
26,0.021050793144128346
27,0.0133513496047417
28,0.023809239790791973
29,0.014921953379456706
30,0.012218765243386233
31,0.006373352991308051
32,0.015253613868677653
33,0.012030281603716336
34,0.020908586668753327
35,0.019352621549653795
36,0.02121609637967733
37,0.012132386585063134
38,0.012759326881476603
39,0.01570720675225916
40,0.015043186453067903
41,0.01356800984693473
42,0.011594604634800283
45,0.013321498234984552
46,0.012622207833019225
47,0.01614102217592362
48,0.010940010328220113
49,0.00918152278384187
50,0.01600181296763853
51,0.007271254609635701
52,0.015810708039127902
53,0.015217307572953627
54,0.015203818823480313
55,0.009824121460760072
56,0.015159275966039545
57,0.007967886953740523
58,0.011061562359141519
59,0.010601323308736135
60,0.01194241058130359
61,0.01146852177586398
62,0.010986309023218156
63,0.014607908141308884
64,0.011629174951363943
65,0.01382555897159313
66,0.012171174418985464
67,0.011203666391718778
68,0.01195380544069873
69,0.012556292590168328
70,0.020241295998292743
71,0.015581384932966609
72,0.012649475282933226
73,0.01962511041353088
74,0.022107549034013088
75,0.0132383768334391
76,0.01764733517439737
77,0.011744553512403739
78,0.025759188782016752
79,0.012877970614635156
80,0.020882680024237772
81,0.02040826783434726
82,0.010851751050527615
83,0.016862737855734233
84,0.012649839091519264
85,0.013487996315835428
86,0.016654776614988178
87,0.01788768679246692
88,0.015191122901590982
89,0.010540797136426788
90,0.0076496507895248865
91,0.010802367698192795
92,0.00913906718395329
93,0.009108977629785645
94,0.015597124640984403
95,0.017605840944224384
96,0.015115876690879295
97,0.02689518951345853
98,0.023624690940899404
99,0.02130418796843584
101,0.01259196729643354
103,0.017913837565866394
104,0.02791506191846183
105,0.027058921403189516
106,0.020143318443626827
107,0.02096950696595641
108,0.02029831229021281
109,0.018250242121501153
110,0.01262314721722577
111,0.01764725577420096
112,0.013132916681350814
113,0.012359558556427412
114,0.01412390604552371
115,0.009731735290685157
116,0.01626222036983207
117,0.012905237457604373
118,0.012722766036341484
119,0.01421382042054348
120,0.015820092603229502
121,0.016258335811647387
122,0.01398793749462783
123,0.012163447073567962
124,0.009773665611910799
125,0.018076715502230476
126,0.027794711037955354
127,0.00927308324737546
128,0.009224476418378954
129,0.010568101779184779
130,0.024481889315065154
131,0.030737499267538545
132,0.013280608957756946
133,0.019931443172861753
