clusterName,onTarget
134,0.008469874215595
135,0.026293886186583522
136,0.04235592028205559
137,0.043398794692795915
138,0.029586305770513823
139,0.04007493857662677
140,0.024549895605283076
141,0.057441647563223834
142,0.03442723567112994
143,0.03030747487826555
144,0.020699413749020353
145,0.026468240698454493
146,0.026476605327800527
147,0.02177166628798255
148,0.016087550925482426
150,0.03601784324009797
151,0.012850619709502928
152,0.0137078889050609
153,0.015810185627903366
154,0.01480470168349737
155,0.012265942066212098
156,0.012145438022271748
157,0.012110209902218552
158,0.015214556266667466
159,0.01845902065084923
160,0.013996251075211021
161,0.012929347389368327
163,0.022649870453318892
165,0.04218287525359342
167,0.01645684673828031
168,0.016754478755303333
169,0.01250121980966965
170,0.01162034957494292
171,0.014059652005157543
172,0.012364315852643049
173,0.013554135585381898
174,0.015617145955762324
175,0.014484054792444894
176,0.012114206425540334
177,0.013166280834554706
178,0.010838719934989546
179,0.01395051574703488
180,0.009157397796035254
181,0.008205259612289602
182,0.008795093159583628
183,0.016642909926666876
184,0.011476490072121096
185,0.015180773072450707
186,0.013700661292438703
187,0.012606392205256153
188,0.018614034173445516
189,0.013516343445319264
190,0.017694774270461212
191,0.01629878973015481
192,0.01369973591050648
193,0.015582323512023736
194,0.016502824429659193
195,0.012063574307082405
196,0.01298941439295176
197,0.010668263922922607
198,0.011583777520838294
199,0.009808814557506403
200,0.012613692140996292
201,0.01089467284680097
202,0.015767258563202203
203,0.01408179159529664
204,0.010294444569051266
205,0.013504211745902895
206,0.013509865894305577
207,0.016082760900965484
208,0.014628372540137434
209,0.019511552208982586
210,0.018885108374100817
211,0.01931740787220431
212,0.015866939284105874
213,0.02228306916760437
214,0.008234149848213313
215,0.01739001919155616
216,0.015357835158495781
217,0.011168333108533263
218,0.012815819643014412
219,0.007187907023245665
220,0.014396559161162682
221,0.01594172317743547
222,0.021130792152684517
223,0.01361552899265426
224,0.030801970258267492
225,0.012294018835174359
226,0.017018298921078784
227,0.012148685804948345
228,0.035318834051104094
229,0.017228495078967405
230,0.013365181253468228
231,0.013406639501365872
232,0.01353322683601791
233,0.013191834897144579
234,0.010086766388725415
235,0.016124212096251242
236,0.020289242702468655
237,0.018324627075635692
238,0.021708846131285903
239,0.028380546016673235
241,0.014270567313244525
242,0.05003376579607925
243,0.036857304109888286
244,0.018147744428787478
245,0.027967946263375773
246,0.03936946196054836
247,0.01307850516708741
248,0.013280001545546571
249,0.01180466098654736
250,0.013085435603671012
251,0.010727046161444978
252,0.014320088235251011
253,0.012898094160328215
254,0.016277944450511707
255,0.013443093714401227
256,0.019694023787971308
257,0.0100396555649584
258,0.0104526762601989
259,0.015767144669540507
260,0.03549385451225567
261,0.04207067436418735
262,0.03326587260337419
263,0.10740433937613565
264,0.012318781444423851
265,0.016442770340880604
266,0.06428888312691497
267,0.028670964047127365
268,0.08842650113182121
269,0.025107386860313302
