clusterName,binary_genes,rf_feature_importance,cluster_median,binary_score
2,SCML4,0.08866398934648859,3.5456547845227404,0.9231315959532269
2,FAM149A,0.10355490761224584,3.728473445988254,0.9022447832073616
2,AZIN2,0.020472370596785517,2.9630522813014766,0.8992941390960998
2,CLCN5,0.03727985969571542,6.640126329328297,0.8777727919194934
2,SOCS6,0.035637136420435256,3.298342726882793,0.8384084337628123
2,LRRK2,0.048412302728668734,3.380462614783869,0.8323072294917212
2,IPCEF1,0.04236499040713079,3.2826987787942477,0.8300957330577884
2,DOCK2,0.04924732942984667,6.8089096848022,0.8121725286400325
2,IFNGR2,0.021304899632650722,3.004924098115743,0.7885190204324077
2,ABCC4,0.044634891398160695,3.4307213291650482,0.7825715812228188
3,BCL6,0.013256182657106052,3.1709315164946217,0.9822677708368264
3,POU2F2,0.007658930557795163,3.1709315164946217,0.9745267360062784
3,MGAT4A,0.00783109282713528,2.7236567727622027,0.8630633913230426
3,UGCG,0.011574119058290056,3.1709315164946217,0.8588220290537892
3,PPARD,0.007872390824159381,2.9598028898240907,0.8451153557365134
3,GNA13,0.011644296852766441,5.790232514436859,0.8234984338343629
3,MOB1A,0.008510659637821612,2.8367075749281923,0.7905677882343382
3,AP1B1,0.009670896142367914,6.0263000796147015,0.7849420359374113
3,ETV6,0.044531870847087734,6.955915606633113,0.7813155694304956
3,MAN1C1,0.021314319205175958,3.2258757660908146,0.7712667920309397
4,BACH1,0.0062851060987599424,2.7536680055062073,0.9092331722779959
4,FAM149A,0.0067388170685368926,3.6697882357167684,0.9007571325971969
4,SOCS6,0.006072007548296512,3.3547339294343654,0.8410422218170809
4,MITF,0.012626307631096486,3.1101561098105663,0.8309917091544257
4,SLC18B1,0.005723372369176815,2.714084552736413,0.8209335731006739
4,DOCK2,0.005760528487726871,6.8857668731976585,0.8132826943345247
4,CC2D2B,0.007961997890675901,3.8458018639124294,0.7556511385526303
4,GAS7,0.005382429644447785,2.8860417433682466,0.7424049665724773
4,TGFBR1,0.006112214000334731,7.012605328741245,0.7257102327779665
4,ARHGAP24,0.01403369345980577,7.563999988437111,0.7253486150483752
5,APOE,0.014693087299862751,3.578658324314635,0.9126745517375363
5,HSPBAP1,0.005189791772969734,2.7846167486219424,0.9052654814280093
5,FAM149A,0.004876099625612887,3.595435952920562,0.8990096139133329
5,WIPF1,0.005650155704560524,3.1568790935473388,0.8874463653848101
5,WDR43,0.005566953108852868,3.248494594832407,0.8715618752718586
5,LRRK2,0.0048380662234544175,3.3928917213747445,0.8328925760560135
5,MITF,0.008750235751024796,6.32467287877145,0.8227941237418757
5,IPCEF1,0.005847675961902547,3.0502018825248953,0.818403138386074
5,GNA13,0.007256653511542226,2.8481034344466463,0.8149506794763205
5,RNASEH2B,0.004972384359810525,3.1370617156134712,0.7795365166202743
6,APOE,0.028767086457535757,6.971210252654942,0.9109000344295249
6,SCML4,0.023221516361002295,5.769532209496724,0.9104014337104349
6,PDGFC,0.026088311716430283,5.691080260646919,0.9040392655761905
6,WIPF1,0.021657090550279808,6.4502079795021885,0.8896983614180539
6,ASAH1,0.03355110513267481,6.09582642937198,0.8702897971598642
6,MITF,0.12379161742383722,7.23361236535186,0.8544979509803232
6,SIRPA,0.024568829809157117,6.049371736874313,0.7922106966594995
6,HEXB,0.02329812473655465,5.63055345618703,0.7868955465738383
6,ETV6,0.02127639703331959,6.963335114894432,0.7867946027702064
6,STARD13,0.07585720942191952,6.696012430761916,0.7430353142176555
7,GFAP,0.05633603452853784,6.958659628249606,0.9558212531155434
7,COMMD9,0.019071096565054693,2.859394976317553,0.9320130128874379
7,CALCRL,0.01766736470079346,2.912592427368277,0.9306537239684108
7,PDZRN3,0.016195038427153148,3.0031030168896073,0.9081697912912424
7,CRB1,0.02403008470996874,3.13128010759645,0.9073021919024944
7,SHROOM3,0.013710065296846425,5.893706470308567,0.8855716710738568
7,RFX4,0.022536352532727948,6.5666166487807365,0.8195172172893445
7,PDZRN4,0.013719845424528681,3.45039730082105,0.814328698344603
7,OSGIN2,0.018304623660253618,2.864335733001505,0.7930470259837381
7,ALPK3,0.027163209785874946,3.115338540481073,0.7928442884959528
8,GFAP,0.04965631868843855,7.286542520370377,0.9567448366957648
8,IL6ST,0.020254397848828674,3.12113608566248,0.9465111162636983
8,PDGFD,0.035841511971773515,3.254798622655998,0.9414967126314205
8,PRR5L,0.020405708590777772,2.6742499258330805,0.9302354202798477
8,SPON1,0.01741379399956248,3.210742361774054,0.9142419073543865
8,PDZRN3,0.025905341046093877,2.558180503284201,0.8987504704761063
8,CCDC148,0.05063611267991997,3.2365724392837327,0.8701915465202222
8,RORB,0.01673148633764825,3.2633413009943726,0.8210680301473228
8,RFX4,0.01984936626594093,6.784744167827541,0.8210037792390013
8,SULF2,0.01843179803958494,2.6893716857142227,0.8102576365977758
9,GFAP,0.13862210094445443,7.185588317579669,0.9566094518075638
9,CD109,0.025000327271298712,2.7114950776185873,0.9436031151675153
9,COMMD9,0.013619116926217124,2.7941747173537346,0.9306106117735635
9,CRYAB,0.01873549643829137,5.671449298011028,0.9015680753637378
9,RFX4,0.034619307552426454,6.62410350786276,0.8196839821457792
9,SULF2,0.014707299792970991,2.735829734985253,0.8132136599362851
9,OSGIN2,0.03880951843475611,3.0086884632284647,0.8025961703689904
9,PDZRN4,0.016154712774946626,3.0753602755969935,0.7977466927877622
9,ALPK3,0.035282858075619344,3.0937554807670296,0.7914266762824658
9,RGS9,0.019665721789323416,2.675501289442631,0.7850043617177931
10,ABCA1,0.0697016089858887,7.073281207780073,0.9627346527956578
10,GFAP,0.025800334263828696,8.018343492456246,0.9574818784606404
10,SPARCL1,0.026573910045657276,8.088349702458313,0.9153715150658209
10,WIPF1,0.0137101279112077,5.991835686316714,0.8830238590918054
10,DENND2A,0.019449777652579766,5.587619334350016,0.8604509245481617
10,ELL2,0.06002836051166686,6.436546311579469,0.855914960428854
10,RFX4,0.11370368542938226,8.472190076704962,0.8506799342037024
10,ANGPT1,0.01583806188788727,6.126801002314874,0.80952779078434
10,PDE3A,0.026643372902721875,7.051107751478219,0.7862102763954524
10,ITGAV,0.032199842408355286,6.9099209615653825,0.7679190873023887
11,SLC16A1,0.015131867458614192,2.971590650351585,0.9803920589880759
11,GFAP,0.02400964296898089,7.1022103764344475,0.955938284329906
11,PDGFD,0.01608544619931387,3.1725255308496703,0.9403910948618504
11,CALCRL,0.016626482698127523,5.768586800431875,0.9280185125172002
11,PDZRN3,0.014573566975492282,2.9490877895460796,0.9066682906329487
11,ADCYAP1R1,0.012388589500171573,2.8773380858495545,0.8901413824188636
11,SULF2,0.013721242346668485,5.897406128184757,0.8261491368699819
11,RFX4,0.014437572391588887,6.692156860701372,0.8219375792469626
11,UGP2,0.012715109309384475,3.082179075212704,0.8132423541354437
11,TAGLN3,0.015166665827048335,3.0557835613867486,0.7994139964752135
12,SLC16A1,0.02568871709492606,2.9046943312400257,0.9799404799475734
12,CLDN10,0.011469150814027173,2.998939677517835,0.9586933336827242
12,GFAP,0.028802621487711674,6.951356889942769,0.9554172866198677
12,MSN,0.01779976186296561,3.6768537852137397,0.9467399252001468
12,CD109,0.016753111615496533,2.5772519746300864,0.9411559614019143
12,PDGFD,0.019790916402029176,3.000049175789601,0.9388028071946877
12,CALCRL,0.013778850905297565,5.664988723626079,0.9286933524437322
12,PDZRN3,0.015684606866958502,5.744169693211807,0.9084628566681652
12,ADCYAP1R1,0.01157581934529227,2.9054998565128427,0.8910638791083367
