clusterName,clusterSize,f_score,PPV,recall,TN,FP,FN,TP,marker_count,NSForest_markers,binary_genes,onTarget
GABA-Gluta,337,0.6760048721071864,0.9173553719008265,0.3293768545994065,208759,10,226,111,3,"['NOS1', 'CNGB1', 'CDH9']","['NR4A2', 'NOS1', 'VWA5B1', 'ADGRA3', 'CNGB1', 'CDH9', 'CBLN2', 'CFAP54', 'SYT10', 'PDE1A']",0.1257635822764838
GABA-M-1,1004,0.22113022113022113,0.20915032679738563,0.2868525896414343,207013,1089,716,288,5,"['MATN2', 'RHBDL3', 'KCNA1', 'PAX8', 'LYPD6B']","['MATN2', 'RHBDL3', 'KCNA1', 'SLC6A5', 'PAX8', 'LYPD6B', 'SST', 'PAX2', 'SPON1', 'CDH4']",0.06306298907214365
GABA-M-2,5524,0.21203117765087204,0.2155747351902707,0.19895003620564808,199583,3999,4425,1099,5,"['MKX', 'SLC6A5', 'FLT3', 'CPLX1', 'PAX8']","['MKX', 'MITF', 'SLC6A5', 'FLT3', 'CPLX1', 'PAX8', 'GFRA1', 'COL19A1', 'PAX2', 'PCDH19']",0.0604099314347261
GABA-V-1,4833,0.3506206024191636,0.4539406345957011,0.1835298986136975,203206,1067,3946,887,4,"['NFIX', 'PDGFD', 'PTPRZ1', 'CDK6']","['ST18', 'NFIX', 'PDGFD', 'PTPRZ1', 'MKX', 'CDK6', 'SLC6A5', 'ST8SIA5', 'LYPD6B', 'PAX8']",0.04578489226188405
GABA-V-2,13383,0.6420267221933021,0.6922357343311506,0.4976462676529926,192762,2961,6723,6660,3,"['SAMD5', 'SLC6A5', 'SV2B']","['SAMD5', 'CDH9', 'HTR1F', 'SLC6A5', 'COL19A1', 'SV2B', 'ST8SIA5', 'PAX2', 'FSTL4', 'SLIT3']",0.0752528409353668
GM Astrocytes,10512,0.7092600998638221,0.8085381630012937,0.4756468797564688,197410,1184,5512,5000,2,"['CLDN10', 'HTRA1']","['GPAM', 'GPLD1', 'CLDN10', 'HTRA1', 'PTCH1', 'CSGALNACT1', 'RFX4', 'RORB', 'PDZRN4', 'SLC4A4']",0.14849920535537767
Gamma-MN,213,0.8971141781681304,0.9794520547945206,0.6713615023474179,208890,3,70,143,4,"['RET', 'PRIMA1', 'COL4A3', 'TMEM200A']","['RET', 'PRIMA1', 'COL4A3', 'TMEM200A', 'AHNAK2', 'SLC5A7', 'CHAT', 'CREB5', 'MPP3', 'HTR1F']",0.1330252728183114
Gamma_star-MN,87,0.6545961002785515,0.6911764705882353,0.5402298850574713,208998,21,40,47,4,"['PDE9A', 'HTR1F', 'CEMIP', 'SLIT3']","['SLC5A7', 'CHAT', 'PDE9A', 'HTR1F', 'CEMIP', 'SLIT3', 'ST8SIA5', 'SLC20A1', 'IVNS1ABP', 'SLC24A4']",0.08734591096080326
Gluta-Dorsal-1,1853,0.5784152363037856,0.82,0.26551538046411227,207145,108,1361,492,3,"['DACH2', 'LMO3', 'SLC24A4']","['DACH2', 'LMO3', 'ACTN2', 'CBLN2', 'RORB', 'SLC24A4', 'GFRA1', 'TRHDE', 'CUX2', 'CDH4']",0.0757952287735999
Gluta-Dorsal-2,1791,0.49053159936116814,0.6635802469135802,0.2400893355667225,207097,218,1361,430,4,"['SEL1L3', 'FRMPD1', 'CASZ1', 'TMEM132D']","['SEL1L3', 'HTR2A', 'FRMPD1', 'CASZ1', 'PCSK1', 'TMEM132D', 'TOX', 'SST', 'NR2F1', 'SLC24A4']",0.07658470505513029
Gluta-Dorsal-3,3294,0.5029893423446842,0.7036363636363636,0.23497267759562843,205486,326,2520,774,3,"['ITGA8', 'CASZ1', 'PRKCQ']","['ITGA8', 'COL25A1', 'GOLIM4', 'CASZ1', 'NRN1', 'PRKCQ', 'TMEM132D', 'SST', 'GALNT14', 'SLC24A4']",0.07189535361443766
Gluta-Dorsal-4,4065,0.4944776573107711,0.6726395589248794,0.24009840098400984,204566,475,3089,976,3,"['NRN1', 'CASZ1', 'CDH22']","['NRN1', 'CASZ1', 'CDH22', 'TMEM132D', 'GALNT14', 'FSTL4', 'MGAT5B', 'ITGAV', 'TGFBR3', 'SYT2']",0.08771907189302934
Gluta-Dorsal-5,3214,0.3867260302340029,0.46368715083798884,0.23242065961418792,205028,864,2467,747,3,"['NPY1R', 'ADCYAP1', 'ITGA9']","['NPY1R', 'CASZ1', 'CDH9', 'GLIS1', 'ADCYAP1', 'ITGA9', 'SYT10', 'EPB41L4A', 'PDE3A', 'GFRA1']",0.07510424156548878
Gluta-Dorsal-6,3071,0.49537218094120716,0.6608695652173913,0.2474763920547053,205645,390,2311,760,3,"['PDE3A', 'ADCYAP1', 'FBN2']","['PDE3A', 'ENTPD3', 'PCSK1', 'TLL2', 'ADCYAP1', 'FBN2', 'HTR1F', 'SYT10', 'SST', 'CPNE4']",0.062484362179903816
Gluta-Dorsal-7,1911,0.35970390932222995,0.5157545605306799,0.16274201988487702,206903,292,1600,311,3,"['CNGB1', 'GABRG1', 'SYT10']","['CNGB1', 'NPY1R', 'ADCYAP1', 'NECAB1', 'GABRG1', 'SYT10', 'EPB41L4A', 'SST', 'TRHDE', 'NWD2']",0.0707749976159079
Gluta-Dorsal-8,3325,0.35172832019405703,0.4715447154471545,0.17443609022556392,205131,650,2745,580,2,"['SORCS2', 'GPR149']","['SORCS2', 'GPR149', 'GULP1', 'ADAMTSL3', 'SV2B', 'SMOC2', 'PDE1C', 'ST6GALNAC5', 'NECAB1', 'BCL11B']",0.049230417592559896
Gluta-Dorsal-9,797,0.3139612558450234,0.5371428571428571,0.11794228356336262,208228,81,703,94,4,"['CDH9', 'CNR1', 'SLIT3', 'ACTN1']","['SGPP1', 'CDH9', 'SCML4', 'CNR1', 'SLIT3', 'ACTN1', 'ADCYAP1', 'NECAB1', 'SYT10', 'PDE1A']",0.052154700232461625
Gluta-Dorsal-10,4494,0.6288050095668812,0.8258138206739006,0.32176234979973295,204307,305,3048,1446,3,"['LMO3', 'CACNG3', 'PDE1C']","['ADAMTSL3', 'LMO3', 'CACNG3', 'ATP2B4', 'PCP4', 'PDE1C', 'POLA1', 'SST', 'NCALD', 'THSD4']",0.07589563158428869
Gluta-Dorsal-11,2076,0.3555234954657873,0.49711815561959655,0.16618497109826588,206681,349,1731,345,3,"['ADAMTSL3', 'LTBP1', 'ST6GAL1']","['ADAMTSL3', 'LTBP1', 'FOXP2', 'ST6GAL1', 'TLL2', 'CCDC60', 'FBN2', 'SST', 'CPNE4', 'ARAP2']",0.043180193230105406
Gluta-Dorsal-12,2655,0.45894048753915295,0.5750853242320819,0.2538606403013183,205953,498,1981,674,3,"['TMEM200A', 'PRKCQ', 'SST']","['COLGALT2', 'LTBP1', 'TMEM200A', 'ITGA8', 'PRKCQ', 'SST', 'SLC4A4', 'SLC24A4', 'IL1RAP', 'PLD1']",0.05993817948962872
Gluta-M-1,3489,0.48878114781824333,0.6446096654275093,0.24849527085124679,205139,478,2622,867,3,"['NFIX', 'ADCYAP1', 'TACR1']","['KCNK9', 'LMO3', 'NRN1', 'NFIX', 'ADCYAP1', 'TACR1', 'TOX', 'GFRA1', 'VWC2', 'SLC17A6']",0.06537431637197799
Gluta-M-2,1607,0.17248767945146776,0.21045751633986928,0.1001866832607343,206895,604,1446,161,5,"['PLCXD2', 'NRN1', 'CBLN2', 'PCP4', 'DPY19L1']","['PLCXD2', 'SLITRK4', 'NRN1', 'CBLN2', 'PCP4', 'DPY19L1', 'MB21D2', 'MEIS2', 'PDE3A', 'SV2B']",0.0547357120781746
Gluta-V-1,17032,0.6303129829984544,0.7515549412577747,0.3831023954908408,189917,2157,10507,6525,3,"['NRN1', 'NRP2', 'ZNF423']","['SAMD5', 'NRN1', 'CDH9', 'MKX', 'NRP2', 'ZNF423', 'FLT3', 'COL19A1', 'LYPD6B', 'FSTL4']",0.05213793254964461
Lymphocytes,65,0.4827586206896552,0.7,0.2153846153846154,209035,6,51,14,1,['STAT4'],"['ERN1', 'NEDD9', 'ST3GAL1', 'STAT4', 'PCED1B', 'TOX', 'PRKCQ', 'FOXN2', 'DOCK2', 'LRRC8C']",0.11317644079750812
Macrophages,289,0.2363367799113737,0.32989690721649484,0.11072664359861592,208752,65,257,32,1,['PDGFC'],"['ABCA1', 'ADAM9', 'PDGFC', 'PLXNC1', 'THSD4', 'SLC18B1', 'SH3PXD2A', 'MITF', 'EDA', 'DOCK2']",0.0696650131289221
Meninges,1165,0.7534246575342466,0.9339622641509434,0.4248927038626609,207906,35,670,495,1,['THSD4'],"['FOXP2', 'ANXA2', 'ADAMTSL3', 'THSD4', 'APOD', 'SNED1', 'PDLIM5', 'CEMIP', 'BICC1', 'SYNE2']",0.06771633132990022
Microglia,20904,0.9130570271112496,0.9519057840691536,0.784921546115576,187373,829,4496,16408,1,['FAM149A'],"['FAM149A', 'SCML4', 'CLCN5', 'IPCEF1', 'SOCS6', 'ABCC4', 'DOCK2', 'LRRK2', 'CC2D2B', 'ETV6']",0.12200567768925459
OPC,5868,0.7581876521354282,0.8980996068152032,0.4671097477845944,202927,311,3127,2741,2,"['SULF2', 'ITGA9']","['APOD', 'CALCRL', 'SPON1', 'SULF2', 'ITGA9', 'SERPINE2', 'PLPP4', 'PTPRZ1', 'IGSF21', 'CSPG5']",0.08996953525924198
Oligo Progenitor,607,0.5926946933149552,0.8151658767772512,0.2833607907742998,208460,39,435,172,4,"['CDYL', 'MAN1C1', 'ST18', 'CTNNAL1']","['PARVB', 'CDYL', 'ARHGEF10L', 'MAN1C1', 'ST18', 'CTNNAL1', 'SH3RF1', 'NHSL2', 'ZNF516', 'ARHGAP24']",0.062378551536455905
Oligo-1,22967,0.659390235028742,0.792340648771531,0.39456611660208124,183764,2375,13905,9062,3,"['PRR5L', 'RFTN1', 'ST18']","['TSPAN9', 'PRR5L', 'RFTN1', 'ST18', 'FNTB', 'RNF220', 'RFFL', 'TMEM178A', 'STMN4', 'PLEKHH1']",0.11840887754502702
Oligo-2,24882,0.6756663655709846,0.6677131401770179,0.7094686922273129,175439,8785,7229,17653,2,"['ST18', 'CREB5']","['TMOD1', 'PRR5L', 'ST18', 'CRYAB', 'CREB5', 'RNF220', 'ARHGAP23', 'QDPR', 'STMN4', 'PLEKHH1']",0.13085389563330435
Pericytes/SM,323,0.49665711556829034,0.574585635359116,0.3219814241486068,208706,77,219,104,1,['COL4A3'],"['KLHL23', 'ARHGEF17', 'COL4A3', 'MYH9', 'WTIP', 'TNS1', 'CDH6', 'HTR1F', 'EPS8', 'PDE3A']",0.17011810178576628
Schwann,145,0.826580226904376,0.864406779661017,0.7034482758620689,208945,16,43,102,1,['PMP22'],"['PRIMA1', 'LMO7', 'B4GALNT3', 'GLDN', 'SLC27A6', 'PMP22', 'FGF1', 'LAMB1', 'STK10', 'PLEKHA7']",0.16089270800903202
Ven/Cap Endothelial,1338,0.580468360737419,0.6965620328849028,0.3482810164424514,207565,203,872,466,2,"['HSPB1', 'ST8SIA4']","['LTBP4', 'EOGT', 'SDCBP', 'PDE2A', 'HSPB1', 'ST8SIA4', 'PARVB', 'ABCC4', 'TNS1', 'PDGFD']",0.07562938141609184
Visceral Motor Neurons,813,0.6534802203304958,0.8817567567567568,0.3210332103321033,208258,35,552,261,3,"['VWA5B1', 'SLC5A7', 'GPR149']","['NOS1', 'PRIMA1', 'VWA5B1', 'CHAT', 'SLC5A7', 'GPR149', 'CREB5', 'MSN', 'TRPC4', 'ADCYAP1']",0.13600011780744933
WM Astrocytes,6269,0.6640191684785021,0.7359232849766413,0.4774286170043069,201763,1074,3276,2993,1,['GFAP'],"['TAGLN3', 'GFAP', 'CD109', 'CLDN10', 'PTCH1', 'CALCRL', 'PDZRN3', 'RFX4', 'OSGIN2', 'ALPK3']",0.15806712102313836
